tarih,min_trafik_indeksi,max_trafik_indeksi,ort_trafik_indeksi
2020-09-26,2,54,27.6
2020-09-27,2,42,20.78
2020-09-28,1,65,28.85
2020-09-29,2,65,31.99
2020-09-30,1,65,30.61
2020-10-01,2,71,32.39
2020-10-02,2,69,33.41
2020-10-03,2,56,28.21
2020-10-04,1,44,20.76
2020-10-05,1,69,29.35
2020-10-06,2,67,31.22
2020-10-07,2,71,32.72
2020-10-08,4,67,31.46
2020-10-09,6,85,34.28
2020-10-10,2,60,28.89
2020-10-11,1,47,21.61
2020-10-12,1,63,29.39
2020-10-13,2,83,33.52
2020-10-14,4,67,31.49
2020-10-15,4,71,33.07
2020-10-16,4,67,33.16
2020-10-17,2,67,30.15
2020-10-18,1,45,19.19
2020-10-19,4,67,30.41
2020-10-20,2,63,31.99
2020-10-21,9,69,32.96
2020-10-22,2,67,29.97
2020-10-23,2,67,30.38
2020-10-24,2,53,25.59
2020-10-25,2,42,19.02
2020-10-26,1,62,26.34
2020-10-27,2,65,30.77
2020-10-28,2,69,29.74
2020-10-29,2,27,15.88
2020-10-30,1,71,29.24
2020-10-31,2,40,19.87
2020-11-01,1,35,16.2
2020-11-02,1,65,26.61
2020-11-03,1,65,29.41
2020-11-04,4,72,34.29
2020-11-05,6,63,35.76
2020-11-06,15,51,29.34
2020-11-07,4,58,27.09
2020-11-08,2,65,16.53
2020-11-09,1,63,24.93
2020-11-10,4,62,28.49
2020-11-11,4,69,38.45
2020-11-12,2,60,26.98
2020-11-13,2,62,28.37
2020-11-14,1,60,27.19
2020-11-15,1,31,12.89
2020-11-16,1,65,24.97
2020-11-17,4,67,28.66
2020-11-18,2,69,29.62
2020-11-19,4,62,26.39
2020-11-20,4,71,29.16
2020-11-21,4,51,23.35
2020-11-22,1,29,13.66
2020-11-23,4,58,26.54
2020-11-24,1,56,25.13
2020-11-25,4,58,26.87
2020-11-26,4,60,25.21
2020-11-27,2,63,25.9
2020-11-28,1,49,19.74
2020-11-29,1,31,11.37
2020-11-30,4,65,26.5
2020-12-01,6,67,30.58
2020-12-02,8,62,27.4
2020-12-03,4,63,29.05
2020-12-04,4,83,37.07
2020-12-05,2,18,8.18
2020-12-06,1,15,5.85
2020-12-07,2,71,32.77
2020-12-08,6,67,32.3
2020-12-09,6,65,29.54
2020-12-10,6,67,30.37
2020-12-11,6,74,36.47
2020-12-12,2,20,9.57
2020-12-13,1,15,7.39
2020-12-14,8,72,38.26
2020-12-15,11,72,40.02
2020-12-16,6,67,32.33
2020-12-17,6,65,32.25
2020-12-18,4,72,33.36
2020-12-19,1,15,4.83
2020-12-20,1,15,4.22
2020-12-21,4,69,34.41
2020-12-22,4,69,33.36
2020-12-23,4,65,30.68
2020-12-24,4,78,32.64
2020-12-25,2,72,33.47
2020-12-26,2,15,6.52
2020-12-27,1,13,3.8
2020-12-28,2,71,35.53
2020-12-29,6,71,34.56
2020-12-30,4,71,34.65
2020-12-31,1,62,26.76
2021-01-01,1,18,5.82
2021-01-02,1,18,4.04
2021-01-03,1,13,3.1
2021-01-04,1,65,30.53
2021-01-05,4,62,30.99
2021-01-06,2,63,28.51
2021-01-07,4,65,31.1
2021-01-08,6,72,34.27
2021-01-09,4,18,11.75
2021-01-10,4,22,11.11
2021-01-11,2,67,33.46
2021-01-12,4,80,37.32
2021-01-13,4,63,34.93
2021-01-14,6,65,33.49
2021-01-15,6,63,34.94
2021-01-16,4,29,14.05
2021-01-17,6,31,17.1
2021-01-18,11,85,34.8
2021-01-19,11,60,35.38
2021-01-20,6,67,35.76
2021-01-21,6,67,35.31
2021-01-22,6,83,39.33
2021-01-23,1,17,8.16
2021-01-24,1,11,5.24
2021-01-25,4,80,43.66
2021-01-26,6,78,40.22
2021-01-27,6,72,42.76
2021-01-28,4,67,35.63
2021-01-29,1,78,38.6
2021-01-30,4,20,11.19
2021-01-31,1,15,4.44
2021-02-01,4,72,36.94
2021-02-02,4,67,36.55
2021-02-03,4,71,35.33
2021-02-04,6,74,36.89
2021-02-05,4,78,40.54
2021-02-06,1,13,5.77
2021-02-07,1,15,3.66
2021-02-08,2,72,38.28
2021-02-09,6,65,36.98
2021-02-10,4,71,37.7
2021-02-11,4,72,36.79
2021-02-12,2,69,40.38
2021-02-13,1,18,6.3
2021-02-14,13,38,23.46
2021-02-15,17,53,35.16
2021-02-16,15,51,30.68
2021-02-17,9,71,27.7
2021-02-18,8,63,36.11
2021-02-19,2,65,32.26
2021-02-20,1,15,5.39
2021-02-21,1,15,4.81
2021-02-22,6,72,38.97
2021-02-23,4,72,37.08
2021-02-24,4,69,35.82
2021-02-25,6,69,36.53
2021-02-26,6,76,39.68
2021-02-27,2,15,7.92
2021-02-28,1,18,6.2
2021-03-01,4,76,38.99
2021-03-02,9,72,40.79
2021-03-03,4,65,35.21
2021-03-04,4,67,35.09
2021-03-05,4,65,33.67
2021-03-06,2,78,32.38
2021-03-07,1,18,6.82
2021-03-08,4,74,34.97
2021-03-09,4,65,33.76
2021-03-10,6,63,33.45
2021-03-11,6,74,36.9
2021-03-12,4,63,31.86
2021-03-13,2,72,31.78
2021-03-14,1,11,2.91
2021-03-15,2,63,33.74
2021-03-16,8,65,36.86
2021-03-17,8,76,37.32
2021-03-18,4,58,32.15
2021-03-19,4,76,36.69
2021-03-20,4,65,33.08
2021-03-21,2,18,9.05
2021-03-22,4,76,35.26
2021-03-23,4,65,36.83
2021-03-24,2,69,31.63
2021-03-25,2,67,31.26
2021-03-26,2,60,29.29
2021-03-27,2,72,31.0
2021-03-28,1,11,2.89
2021-03-29,2,63,31.4
2021-03-30,4,65,35.26
2021-03-31,4,58,31.49
2021-04-01,2,63,34.32
2021-04-02,4,74,38.36
2021-04-03,1,17,6.78
2021-04-04,1,13,3.79
2021-04-05,4,78,37.58
2021-04-06,2,62,32.65
2021-04-07,1,67,33.34
2021-04-08,2,72,42.24
2021-04-09,1,72,38.05
2021-04-10,1,9,5.05
2021-04-11,1,11,2.06
2021-04-12,1,74,35.74
2021-04-13,2,56,26.2
2021-04-14,1,58,25.37
2021-04-15,2,63,24.53
2021-04-16,2,63,26.21
2021-04-17,1,18,7.49
2021-04-18,1,11,2.96
2021-04-19,2,74,29.95
2021-04-20,1,60,25.02
2021-04-21,1,62,28.2
2021-04-22,2,80,34.1
2021-04-23,1,11,6.03
2021-04-24,1,13,5.79
2021-04-25,1,15,5.15
2021-04-26,1,72,28.99
2021-04-27,1,74,33.14
2021-04-28,1,81,37.8
2021-04-29,1,71,33.96
2021-04-30,1,26,12.36
2021-05-01,1,13,5.1
2021-05-02,1,9,3.44
2021-05-03,1,24,11.62
2021-05-04,1,24,12.41
2021-05-05,1,26,11.84
2021-05-06,1,33,12.56
2021-05-07,1,26,12.05
2021-05-08,1,18,7.45
2021-05-09,1,8,2.78
2021-05-10,1,24,10.3
2021-05-11,1,22,10.11
2021-05-12,1,15,4.72
2021-05-13,1,4,1.08
2021-05-14,1,20,2.91
2021-05-15,1,11,1.9
2021-05-16,1,11,2.24
2021-05-17,1,65,26.83
2021-05-18,2,83,37.68
2021-05-19,1,60,25.76
2021-05-20,1,65,39.14
2021-05-21,2,76,41.46
2021-05-22,1,13,6.83
2021-05-23,1,6,1.98
2021-05-24,1,71,36.23
2021-05-25,1,67,34.63
2021-05-26,4,67,34.52
2021-05-27,4,71,34.33
2021-05-28,1,71,35.74
2021-05-29,1,20,8.6
2021-05-30,1,6,2.46
2021-05-31,1,71,34.42
2021-06-01,2,62,35.41
2021-06-02,2,60,30.43
2021-06-03,4,67,33.06
2021-06-04,1,69,33.41
2021-06-05,1,74,36.36
2021-06-06,1,45,3.46
2021-06-07,1,62,32.57
2021-06-08,2,67,32.89
2021-06-09,2,62,32.9
2021-06-10,1,65,35.32
2021-06-11,2,65,34.99
2021-06-12,1,76,37.55
2021-06-13,1,15,3.88
2021-06-14,1,63,36.76
2021-06-15,4,65,43.18
2021-06-16,2,63,36.43
2021-06-17,1,60,31.63
2021-06-18,1,78,36.35
2021-06-19,1,74,39.3
2021-06-20,1,17,2.63
2021-06-21,1,62,31.66
2021-06-22,1,71,32.98
2021-06-23,1,67,32.85
2021-06-24,1,63,32.41
2021-06-25,1,63,32.77
2021-06-26,1,67,33.89
2021-06-27,1,15,3.77
2021-06-28,1,63,33.16
2021-06-29,1,65,33.51
2021-06-30,4,67,35.4
2021-07-01,1,69,36.54
2021-07-02,1,65,35.41
2021-07-03,1,60,31.64
2021-07-04,1,44,20.29
2021-07-05,1,63,31.59
2021-07-06,1,69,37.31
2021-07-07,1,63,30.08
2021-07-08,1,67,33.05
2021-07-09,1,67,33.05
2021-07-10,1,56,30.91
2021-07-11,1,36,19.55
2021-07-12,1,62,29.49
2021-07-13,1,62,31.14
2021-07-14,2,65,34.5
2021-07-15,1,35,20.43
2021-07-16,2,47,25.03
2021-07-17,4,35,20.97
2021-07-18,1,22,8.0
2021-07-19,1,62,8.55
2021-07-20,1,31,10.49
2021-07-21,1,67,13.83
2021-07-22,1,27,12.43
2021-07-23,1,26,11.44
2021-07-24,1,26,11.75
2021-07-25,1,20,9.43
2021-07-26,1,53,21.32
2021-07-27,2,60,31.71
2021-07-28,1,62,27.94
2021-07-29,1,63,29.36
2021-07-30,1,65,30.65
2021-07-31,2,51,26.92
2021-08-01,1,36,18.29
2021-08-02,1,65,31.65
2021-08-03,1,69,32.28
2021-08-04,2,69,32.72
2021-08-05,2,65,32.83
2021-08-06,2,69,33.13
2021-08-07,2,53,27.78
2021-08-08,1,38,20.34
2021-08-09,1,63,30.69
2021-08-10,1,63,31.48
2021-08-11,2,65,31.11
2021-08-12,1,67,31.87
2021-08-13,1,67,32.53
2021-08-14,1,51,28.49
2021-08-15,1,40,17.36
2021-08-16,1,62,29.65
2021-08-17,1,65,30.99
2021-08-18,2,67,31.34
2021-08-19,1,69,32.93
2021-08-20,1,67,32.26
2021-08-21,1,51,27.47
2021-08-22,1,40,19.24
2021-08-23,1,62,28.67
2021-08-24,2,65,31.07
2021-08-25,1,67,31.36
2021-08-26,1,69,32.39
2021-08-27,1,65,32.76
2021-08-28,2,53,30.65
2021-08-29,1,38,20.3
2021-08-30,1,42,22.37
2021-08-31,1,65,32.66
2021-09-01,1,69,33.61
2021-09-02,2,72,40.27
2021-09-03,2,74,37.96
2021-09-04,1,60,31.18
2021-09-05,1,45,22.24
2021-09-06,1,65,32.9
2021-09-07,2,69,34.22
2021-09-08,2,69,35.39
2021-09-09,1,71,35.23
2021-09-10,4,65,36.2
2021-09-11,1,62,32.7
2021-09-12,1,49,24.11
2021-09-13,1,65,29.96
2021-09-14,1,65,33.54
2021-09-15,1,71,33.62
2021-09-16,1,72,35.49
2021-09-17,1,72,36.61
2021-09-18,1,63,32.13
2021-09-19,1,49,24.58
2021-09-20,1,65,32.13
2021-09-21,1,72,35.16
2021-09-22,2,72,36.21
2021-09-23,8,74,38.82
2021-09-24,1,72,41.58
2021-09-25,1,65,33.79
2021-09-26,1,56,26.51
2021-09-27,1,65,30.44
2021-09-28,1,74,34.44
2021-09-29,2,76,36.79
2021-09-30,8,72,46.3
2021-10-01,1,80,40.48
2021-10-02,6,69,44.73
2021-10-03,1,49,22.89
2021-10-04,1,69,32.22
2021-10-05,1,76,35.3
2021-10-06,2,72,34.89
2021-10-07,4,71,36.15
2021-10-08,2,74,35.19
2021-10-09,2,63,36.79
2021-10-10,4,47,24.01
2021-10-11,1,67,30.23
2021-10-12,1,71,36.98
2021-10-13,6,69,33.77
2021-10-14,1,72,34.17
2021-10-15,2,67,34.3
2021-10-16,6,58,34.08
2021-10-17,2,49,23.9
2021-10-18,1,65,30.56
2021-10-19,2,69,33.24
2021-10-20,2,76,35.0
2021-10-21,4,76,36.5
2021-10-22,1,74,34.96
2021-10-23,1,63,36.47
2021-10-24,1,54,26.63
2021-10-25,1,69,32.82
2021-10-26,1,71,35.47
2021-10-27,1,76,38.58
2021-10-28,1,76,35.08
2021-10-29,1,45,22.05
2021-10-30,1,53,23.4
2021-10-31,1,49,20.49
2021-11-01,1,72,35.0
2021-11-02,1,87,37.06
2021-11-03,2,71,33.38
2021-11-04,1,76,35.62
2021-11-05,1,80,37.67
2021-11-06,4,72,35.14
2021-11-07,8,60,28.41
2021-11-08,1,72,31.25
2021-11-09,2,74,37.17
2021-11-10,8,78,38.03
2021-11-11,2,80,36.25
2021-11-12,1,76,36.32
2021-11-13,1,69,33.84
2021-11-14,1,56,23.49
2021-11-15,1,74,32.07
2021-11-16,2,78,36.44
2021-11-17,1,80,36.22
2021-11-18,1,78,36.15
2021-11-19,2,78,38.18
2021-11-20,1,67,33.51
2021-11-21,1,58,25.51
2021-11-22,1,71,31.52
2021-11-23,2,87,42.11
2021-11-24,9,71,37.05
2021-11-25,1,76,33.8
2021-11-26,2,74,38.37
2021-11-27,4,56,29.04
2021-11-28,4,44,20.83
2021-11-29,1,83,37.68
2021-11-30,6,63,28.5
2021-12-01,1,76,33.76
2021-12-02,1,80,35.28
2021-12-03,1,81,36.67
2021-12-04,1,69,33.18
2021-12-05,1,51,19.43
2021-12-06,1,74,30.18
2021-12-07,1,87,36.21
2021-12-08,1,74,35.59
2021-12-09,1,78,36.05
2021-12-10,1,80,37.95
2021-12-11,1,63,30.86
2021-12-12,1,62,24.15
2021-12-13,6,76,36.9
2021-12-14,1,89,39.4
2021-12-15,9,83,44.56
2021-12-16,4,78,42.19
2021-12-17,1,80,41.12
2021-12-18,2,67,34.59
2021-12-19,4,44,19.55
2021-12-20,1,63,27.66
2021-12-21,1,80,33.46
2021-12-22,1,69,32.42
2021-12-23,4,72,34.55
2021-12-24,2,71,32.07
2021-12-25,1,62,32.74
2021-12-26,1,44,22.7
2021-12-27,1,69,28.94
2021-12-28,1,74,31.52
2021-12-29,1,85,36.42
2021-12-30,6,69,33.86
2021-12-31,2,65,28.79
2022-01-01,1,40,14.17
2022-01-02,1,31,14.37
2022-01-03,1,58,22.85
2022-01-04,2,58,24.72
2022-01-05,2,60,26.36
2022-01-06,4,56,26.63
2022-01-07,2,60,26.16
2022-01-08,2,47,22.9
2022-01-09,2,29,13.35
2022-01-10,1,62,27.1
2022-01-11,2,71,35.16
2022-01-12,13,65,36.74
2022-01-13,6,56,26.92
2022-01-14,4,63,27.19
2022-01-15,4,45,23.16
2022-01-16,6,29,15.31
2022-01-17,4,58,26.96
2022-01-18,6,62,30.62
2022-01-19,6,60,31.25
2022-01-20,4,65,30.6
2022-01-21,4,90,39.52
2022-01-22,11,29,20.13
2022-01-23,13,60,24.71
2022-01-24,24,90,44.91
2022-01-25,20,90,40.02
2022-01-26,1,36,23.79
2022-01-27,1,60,27.0
2022-01-28,6,69,32.79
2022-01-29,2,58,26.69
2022-01-30,2,45,20.37
2022-01-31,4,72,31.69
2022-02-01,4,80,36.67
2022-02-02,4,78,40.08
2022-02-03,9,83,41.68
2022-02-04,2,69,31.59
2022-02-05,1,65,29.9
2022-02-06,1,47,19.63
2022-02-07,2,62,28.46
2022-02-08,1,76,42.75
2022-02-09,1,63,30.2
2022-02-10,1,63,30.67
2022-02-11,1,63,30.47
2022-02-12,1,58,28.62
2022-02-13,1,38,17.23
2022-02-14,1,72,30.53
2022-02-15,1,65,29.7
2022-02-16,1,63,29.89
2022-02-17,1,67,30.45
2022-02-18,2,63,32.4
2022-02-19,1,62,30.36
2022-02-20,1,42,17.72
2022-02-21,1,62,26.62
2022-02-22,1,62,33.39
2022-02-23,1,71,37.72
2022-02-24,6,80,41.95
2022-02-25,8,63,34.01
2022-02-26,1,56,25.67
2022-02-27,1,40,15.73
2022-02-28,1,63,30.56
2022-03-01,1,62,30.83
2022-03-02,1,63,29.26
2022-03-03,4,69,34.49
2022-03-04,1,63,30.24
2022-03-05,1,58,25.34
2022-03-06,1,40,18.17
2022-03-07,8,67,31.11
2022-03-08,4,71,37.79
2022-03-09,1,72,34.38
2022-03-10,2,33,19.6
2022-03-11,9,58,23.14
2022-03-12,1,80,21.6
2022-03-13,6,35,15.66
2022-03-14,9,67,32.05
2022-03-15,1,67,33.35
2022-03-16,2,71,34.22
2022-03-17,1,85,40.36
2022-03-18,8,63,34.88
2022-03-19,11,35,23.82
2022-03-20,6,31,18.28
2022-03-21,1,63,29.23
2022-03-22,2,67,34.39
2022-03-23,4,69,35.18
2022-03-24,2,74,34.94
2022-03-25,2,72,35.38
2022-03-26,4,65,34.95
2022-03-27,2,58,28.65
2022-03-28,1,60,30.44
2022-03-29,1,69,32.61
2022-03-30,2,69,33.71
2022-03-31,2,69,33.98
2022-04-01,2,71,34.21
2022-04-02,2,44,18.87
2022-04-03,1,20,9.3
2022-04-04,1,65,25.48
2022-04-05,4,63,30.15
2022-04-06,2,74,29.48
2022-04-07,1,80,29.81
2022-04-08,2,71,28.54
2022-04-09,2,60,28.51
2022-04-10,1,44,17.67
2022-04-11,1,71,33.33
2022-04-12,1,72,29.95
2022-04-13,1,72,29.55
2022-04-14,1,76,30.02
2022-04-15,1,76,30.5
2022-04-16,1,60,24.88
2022-04-17,1,49,20.02
2022-04-18,4,72,34.45
2022-04-19,4,71,32.63
2022-04-20,1,74,28.92
2022-04-21,1,74,31.09
2022-04-22,1,69,28.38
2022-04-23,1,58,23.06
2022-04-24,1,47,16.11
2022-04-25,1,74,30.67
2022-04-26,1,69,31.17
2022-04-27,1,72,31.68
2022-04-28,1,74,33.5
2022-04-29,1,67,33.48
2022-04-30,1,51,22.45
2022-05-01,1,26,9.01
2022-05-02,1,67,30.66
2022-05-03,2,65,31.19
2022-05-04,1,47,21.84
2022-05-05,1,40,16.4
2022-05-06,1,47,19.25
2022-05-07,1,51,23.25
2022-05-08,1,53,21.48
2022-05-09,8,63,40.61
2022-05-10,1,72,33.68
2022-05-11,1,69,34.89
2022-05-12,1,69,35.33
2022-05-13,1,69,34.83
2022-05-14,1,67,33.76
2022-05-15,1,63,26.25
2022-05-16,1,67,32.25
2022-05-17,1,69,35.0
2022-05-18,1,90,42.61
2022-05-19,1,44,19.62
2022-05-20,1,62,31.15
2022-05-21,1,60,30.42
2022-05-22,1,45,22.34
2022-05-23,1,63,30.99
2022-05-24,1,65,38.37
2022-05-25,2,69,34.8
2022-05-26,1,72,36.26
2022-05-27,1,69,34.93
2022-05-28,1,60,31.64
2022-05-29,1,45,23.14
2022-05-30,1,63,30.98
2022-05-31,1,69,33.84
2022-06-01,1,71,34.65
2022-06-02,1,69,42.27
2022-06-03,1,69,33.32
2022-06-04,1,58,26.81
2022-06-05,1,42,19.55
2022-06-06,1,60,29.14
2022-06-07,2,65,32.56
2022-06-08,1,63,30.87
2022-06-09,1,65,31.31
2022-06-10,1,71,31.39
2022-06-11,4,58,27.38
2022-06-12,1,36,18.16
2022-06-13,1,54,25.2
2022-06-14,1,62,29.19
2022-06-15,1,62,30.66
2022-06-16,1,67,31.23
2022-06-17,1,63,31.51
2022-06-18,1,56,26.38
2022-06-19,1,40,19.53
2022-06-20,1,60,29.74
2022-06-21,2,60,29.87
2022-06-22,1,62,29.66
2022-06-23,1,72,34.9
2022-06-24,1,67,32.24
2022-06-25,1,49,25.15
2022-06-26,1,42,19.5
2022-06-27,2,62,31.28
2022-06-28,8,60,35.13
2022-06-29,1,60,29.04
2022-06-30,1,63,30.11
2022-07-01,4,62,34.91
2022-07-02,1,49,24.47
2022-07-03,1,35,17.1
2022-07-04,2,60,27.12
2022-07-05,1,60,28.98
2022-07-06,1,60,29.96
2022-07-07,2,60,31.14
2022-07-08,2,42,19.25
2022-07-09,1,36,15.34
2022-07-10,6,38,19.69
2022-07-11,1,27,11.58
2022-07-12,1,24,9.9
2022-07-13,1,18,8.38
2022-07-14,1,22,9.89
2022-07-15,1,18,9.17
2022-07-16,1,24,11.99
2022-07-17,1,24,11.06
2022-07-18,1,53,21.53
2022-07-19,1,60,24.86
2022-07-20,1,56,25.54
2022-07-21,1,58,27.0
2022-07-22,1,62,28.07
2022-07-23,1,45,23.78
2022-07-24,1,36,16.89
2022-07-25,1,58,27.27
2022-07-26,1,63,29.13
2022-07-27,1,65,29.56
2022-07-28,1,65,29.85
2022-07-29,2,63,30.36
2022-07-30,1,47,24.91
2022-07-31,1,38,17.38
2022-08-01,1,63,27.77
2022-08-02,1,63,29.97
2022-08-03,2,67,30.43
2022-08-04,1,67,30.19
2022-08-05,1,67,30.09
2022-08-06,1,49,25.59
2022-08-07,1,42,17.48
2022-08-08,1,62,28.79
2022-08-09,1,63,28.97
2022-08-10,1,63,29.5
2022-08-11,2,58,24.81
2022-08-12,1,62,28.83
2022-08-13,1,47,24.47
2022-08-14,1,36,18.12
2022-08-15,1,60,29.12
2022-08-16,1,65,29.74
2022-08-17,1,63,29.35
2022-08-18,1,65,30.35
2022-08-19,1,63,30.77
2022-08-20,1,49,26.37
2022-08-21,1,38,19.34
2022-08-22,1,65,30.15
2022-08-23,1,65,31.19
2022-08-24,2,69,32.95
2022-08-25,2,60,32.01
2022-08-26,1,69,30.59
2022-08-27,1,47,24.84
2022-08-28,1,36,17.53
2022-08-29,1,56,24.74
2022-08-30,1,36,18.62
2022-08-31,1,58,29.02
2022-09-01,1,69,32.04
2022-09-02,1,71,33.11
2022-09-03,1,56,29.28
2022-09-04,1,47,23.6
2022-09-05,1,69,32.35
2022-09-06,1,71,32.82
2022-09-07,1,71,33.28
2022-09-08,1,72,34.22
2022-09-09,1,71,34.6
2022-09-10,1,60,32.07
2022-09-11,1,47,23.21
2022-09-12,1,62,29.13
2022-09-13,1,67,30.97
2022-09-14,1,69,32.06
2022-09-15,1,71,32.79
2022-09-16,1,72,34.14
2022-09-17,1,58,30.86
2022-09-18,1,51,21.05
2022-09-19,1,65,30.27
2022-09-20,1,69,32.33
2022-09-21,1,71,33.47
2022-09-22,8,80,40.09
2022-09-23,4,71,34.55
2022-09-24,1,63,31.09
2022-09-25,1,54,24.04
2022-09-26,1,65,28.52
2022-09-27,1,69,31.94
2022-09-28,1,69,31.44
2022-09-29,1,74,32.92
2022-09-30,1,72,34.28
2022-10-01,1,63,32.11
2022-10-02,1,49,22.9
2022-10-03,1,74,31.28
2022-10-04,1,72,33.25
2022-10-05,2,72,34.69
2022-10-06,1,76,34.66
2022-10-07,1,72,35.1
2022-10-08,1,63,30.93
2022-10-09,1,53,21.97
2022-10-10,1,63,28.58
2022-10-11,1,72,32.0
2022-10-12,4,74,43.81
2022-10-13,1,76,34.01
2022-10-14,1,74,34.86
2022-10-15,9,74,41.36
2022-10-16,1,49,20.32
2022-10-17,1,69,28.73
2022-10-18,1,78,32.84
2022-10-19,1,71,33.84
2022-10-20,1,78,32.89
2022-10-21,1,76,32.16
2022-10-22,1,65,32.81
2022-10-23,1,56,23.5
2022-10-24,1,71,30.02
2022-10-25,1,72,30.9
2022-10-26,1,74,30.63
2022-10-27,1,78,36.39
2022-10-28,2,71,35.97
2022-10-29,1,54,26.74
2022-10-30,1,53,22.17
2022-10-31,1,69,28.46
2022-11-01,1,72,33.78
2022-11-02,1,72,33.36
2022-11-03,1,72,31.77
2022-11-04,1,74,32.73
2022-11-05,1,69,30.89
2022-11-06,1,54,22.89
2022-11-07,1,72,30.73
2022-11-08,1,76,33.34
2022-11-09,1,80,43.42
2022-11-10,1,76,34.67
2022-11-11,1,78,35.23
2022-11-12,1,65,32.39
2022-11-13,1,62,24.99
2022-11-14,1,72,31.62
2022-11-15,1,81,33.96
2022-11-16,1,80,35.85
2022-11-17,1,90,40.04
2022-11-18,1,76,33.66
2022-11-19,1,65,31.42
2022-11-20,1,54,21.49
2022-11-21,1,74,38.57
2022-11-22,4,76,35.72
2022-11-23,1,90,37.21
2022-11-24,1,80,36.98
2022-11-25,2,72,34.63
2022-11-26,4,63,32.16
2022-11-27,1,51,20.65
2022-11-28,1,67,28.37
2022-11-29,1,78,34.41
2022-11-30,6,74,35.42
2022-12-01,6,90,40.27
2022-12-02,1,78,39.89
2022-12-03,1,69,31.57
2022-12-04,1,56,21.94
2022-12-05,1,72,32.52
2022-12-06,1,74,34.53
2022-12-07,1,78,33.29
2022-12-08,1,80,34.6
2022-12-09,1,72,33.39
2022-12-10,1,63,30.12
2022-12-11,1,56,19.69
2022-12-12,4,72,32.52
2022-12-13,1,78,39.97
2022-12-14,1,80,32.77
2022-12-15,1,81,36.06
2022-12-16,1,78,33.93
2022-12-17,1,69,32.06
2022-12-18,1,58,20.71
2022-12-19,4,76,37.29
2022-12-20,2,81,37.13
2022-12-21,1,80,35.6
2022-12-22,1,85,36.35
2022-12-23,1,80,34.11
2022-12-24,1,67,32.6
2022-12-25,4,51,23.49
2022-12-26,1,76,32.83
2022-12-27,1,83,36.75
2022-12-28,1,81,36.14
2022-12-29,1,85,37.87
2022-12-30,1,74,33.68
2022-12-31,1,44,23.13
2023-01-01,1,45,16.93
2023-01-02,1,67,26.0
2023-01-03,1,72,31.37
2023-01-04,1,83,31.98
2023-01-05,1,72,31.25
2023-01-06,1,72,32.53
2023-01-07,1,62,27.44
2023-01-08,1,47,16.75
2023-01-09,1,69,29.26
2023-01-10,1,72,31.53
2023-01-11,2,78,35.94
2023-01-12,1,76,34.98
2023-01-13,8,81,39.55
2023-01-14,1,56,26.02
2023-01-15,1,42,14.41
2023-01-16,1,67,28.18
2023-01-17,1,76,33.12
2023-01-18,1,72,33.53
2023-01-19,1,76,34.17
2023-01-20,1,90,36.53
2023-01-21,1,65,31.72
2023-01-22,1,51,20.9
2023-01-23,1,74,31.14
2023-01-24,1,80,36.98
2023-01-25,4,81,39.28
2023-01-26,1,78,35.45
2023-01-27,1,72,41.8
2023-01-28,1,74,33.99
2023-01-29,1,60,25.74
2023-01-30,1,74,36.51
2023-01-31,1,81,39.9
2023-02-01,11,81,39.87
2023-02-02,1,78,35.38
2023-02-03,6,74,35.0
2023-02-04,1,76,33.66
2023-02-05,1,45,22.52
2023-02-06,13,67,36.87
2023-02-07,9,62,29.41
2023-02-08,11,58,29.18
2023-02-09,9,76,31.23
2023-02-10,4,69,28.13
2023-02-11,1,51,20.11
2023-02-12,1,44,15.47
2023-02-13,4,76,30.74
2023-02-14,1,78,35.11
2023-02-15,1,71,32.22
2023-02-16,1,74,31.35
2023-02-17,2,72,32.05
2023-02-18,2,60,27.26
2023-02-19,1,53,19.57
2023-02-20,1,74,29.4
2023-02-21,1,72,32.43
2023-02-22,1,72,31.84
2023-02-23,1,71,31.8
2023-02-24,1,69,31.54
2023-02-25,1,63,30.91
2023-02-26,1,49,19.17
2023-02-27,1,63,28.43
2023-02-28,1,74,37.74
2023-03-01,4,74,36.08
2023-03-02,1,72,33.26
2023-03-03,1,71,30.94
2023-03-04,1,63,30.44
2023-03-05,1,47,21.93
2023-03-06,2,67,28.96
2023-03-07,1,67,30.37
2023-03-08,1,74,35.49
2023-03-09,1,69,32.4
2023-03-10,1,71,33.51
2023-03-11,1,71,30.13
2023-03-12,1,47,21.17
2023-03-13,1,69,30.24
2023-03-14,1,71,32.47
2023-03-15,1,74,34.05
2023-03-16,1,76,38.13
2023-03-17,8,81,44.99
2023-03-18,4,74,29.97
2023-03-19,6,63,23.6
2023-03-20,1,74,31.97
2023-03-21,1,78,37.46
2023-03-22,1,90,42.32
2023-03-23,1,72,26.56
2023-03-24,1,78,27.01
2023-03-25,1,51,19.61
2023-03-26,1,44,9.33
2023-03-27,1,69,28.79
2023-03-28,6,69,35.64
2023-03-29,1,81,30.42
2023-03-30,1,78,22.92
2023-03-31,1,80,30.08
2023-04-01,1,67,26.44
2023-04-02,1,60,19.99
2023-04-03,1,71,28.77
2023-04-04,1,83,34.27
2023-04-05,1,81,32.7
2023-04-06,1,89,33.44
2023-04-07,2,80,25.49
2023-04-08,1,72,29.98
2023-04-09,1,58,20.91
2023-04-10,1,81,34.13
2023-04-11,1,85,37.35
2023-04-12,6,87,36.25
2023-04-13,1,76,22.95
