hat,saat,yolcu,sefer,yolcu_per_sefer
HM2,11,78,2,39.0
HM2,12,26,1,26.0
HM2,13,85,2,42.5
HM2,14,14,1,14.0
HM2,15,73,2,36.5
HM2,16,101,2,50.5
HM2,17,69,2,34.5
HM3,6,11,2,5.5
HM3,7,101,2,50.5
HM3,8,69,1,69.0
HM3,9,68,1,68.0
HM4,6,18,1,18.0
HM4,7,68,1,68.0
HM4,8,75,1,75.0
HM4,9,51,1,51.0
HM4,10,58,1,58.0
HM4,11,40,1,40.0
HM4,12,28,1,28.0
HM4,13,37,1,37.0
HM4,14,36,1,36.0
HM4,15,24,1,24.0
HM4,17,31,1,31.0
HM4,19,30,1,30.0
HM4,20,11,1,11.0
HM4,21,8,1,8.0
HS1,6,159,4,39.8
HS1,7,411,8,51.4
HS1,8,362,6,60.3
HS1,9,321,8,40.1
HS1,10,203,5,40.6
HS1,11,158,3,52.7
HS1,12,160,4,40.0
HS1,13,169,3,56.3
HS1,14,204,4,51.0
HS1,15,252,5,50.4
HS1,16,305,4,76.2
HS1,17,213,3,71.0
HS1,18,141,3,47.0
HS1,19,86,4,21.5
HS1,20,86,3,28.7
HS1,21,39,1,39.0
HS2,6,282,5,56.4
HS2,7,443,6,73.8
HS2,8,549,4,137.2
HS2,9,392,6,65.3
HS2,10,330,4,82.5
HS2,11,368,6,61.3
HS2,12,380,6,63.3
HS2,13,588,7,84.0
HS2,14,445,6,74.2
HS2,15,742,6,123.7
HS2,16,500,5,100.0
HS2,17,428,3,142.7
HS2,18,451,5,90.2
HS2,19,462,6,77.0
HS2,20,431,6,71.8
HS2,21,159,2,79.5
HT1,5,29,1,29.0
HT1,6,482,8,60.2
HT1,7,1007,11,91.5
HT1,8,932,7,133.1
HT1,9,692,8,86.5
HT1,10,538,8,67.2
HT1,11,496,8,62.0
HT1,12,624,8,78.0
HT1,13,595,6,99.2
HT1,14,523,9,58.1
HT1,15,496,4,124.0
HT1,16,796,7,113.7
HT1,17,618,5,123.6
HT1,18,674,7,96.3
HT1,19,490,5,98.0
HT1,20,429,7,61.3
HT1,21,183,2,91.5
HT1,22,38,1,38.0
HT10,6,86,2,43.0
HT10,7,150,2,75.0
HT10,8,105,2,52.5
HT10,9,21,1,21.0
HT10,11,7,1,7.0
HT10,12,23,1,23.0
HT10,13,9,1,9.0
HT10,14,9,1,9.0
HT10,15,95,1,95.0
HT10,16,95,1,95.0
HT10,17,80,1,80.0
HT10,18,77,2,38.5
HT10,19,93,1,93.0
HT11,5,23,2,11.5
HT11,6,460,7,65.7
HT11,7,1049,11,95.4
HT11,8,574,8,71.8
HT11,9,577,7,82.4
HT11,10,363,7,51.9
HT11,11,287,7,41.0
HT11,12,326,5,65.2
HT11,13,415,7,59.3
HT11,14,428,6,71.3
HT11,15,498,6,83.0
HT11,16,665,7,95.0
HT11,17,616,5,123.2
HT11,18,687,9,76.3
HT11,19,480,5,96.0
HT11,20,305,3,101.7
HT11,21,166,3,55.3
HT12,6,170,5,34.0
HT12,7,290,5,58.0
HT12,8,337,5,67.4
HT12,9,136,6,22.7
HT12,10,102,4,25.5
HT12,11,116,4,29.0
HT12,12,150,4,37.5
HT12,13,149,4,37.2
HT12,14,120,3,40.0
HT12,15,99,3,33.0
HT12,16,268,5,53.6
HT12,17,322,6,53.7
HT12,18,351,3,117.0
HT12,19,241,4,60.2
HT12,20,138,4,34.5
HT12,21,83,4,20.8
HT13,6,77,3,25.7
HT13,7,236,3,78.7
HT13,8,104,3,34.7
HT13,9,65,1,65.0
HT13,16,80,2,40.0
HT13,17,134,4,33.5
HT13,18,149,3,49.7
HT18,6,46,1,46.0
HT18,7,198,3,66.0
HT18,8,222,3,74.0
HT18,9,112,1,112.0
HT18,10,49,1,49.0
HT18,11,55,2,27.5
HT18,12,131,1,131.0
HT18,13,57,2,28.5
HT18,15,50,1,50.0
HT18,16,192,4,48.0
HT18,17,111,1,111.0
HT18,18,26,2,13.0
HT18,19,9,1,9.0
HT18,20,26,1,26.0
HT18,21,6,1,6.0
HT19,7,146,5,29.2
HT19,8,374,12,31.2
HT19,9,257,9,28.6
HT19,10,179,2,89.5
HT19,11,261,6,43.5
HT19,12,459,6,76.5
HT19,13,455,6,75.8
HT19,14,213,5,42.6
HT19,15,297,8,37.1
HT19,16,221,5,44.2
HT19,17,19,2,9.5
HT19,18,38,1,38.0
HT20,5,49,1,49.0
HT20,6,250,4,62.5
HT20,7,685,6,114.2
HT20,8,570,3,190.0
HT20,9,328,4,82.0
HT20,10,394,5,78.8
HT20,11,295,5,59.0
HT20,12,479,2,239.5
HT20,13,444,6,74.0
HT20,14,439,6,73.2
HT20,15,531,4,132.8
HT20,16,699,3,233.0
HT20,17,552,6,92.0
HT20,18,568,4,142.0
HT20,19,445,4,111.2
HT20,20,367,6,61.2
HT20,21,288,3,96.0
HT20,22,274,1,274.0
HT20,23,75,1,75.0
HT29,5,149,3,49.7
HT29,6,562,10,56.2
HT29,7,645,10,64.5
HT29,8,656,9,72.9
HT29,9,292,9,32.4
HT29,10,311,7,44.4
HT29,11,387,5,77.4
HT29,12,385,8,48.1
HT29,13,328,10,32.8
HT29,14,296,9,32.9
HT29,15,465,5,93.0
HT29,16,635,12,52.9
HT29,17,511,9,56.8
HT29,18,623,9,69.2
HT29,19,504,6,84.0
HT29,20,326,7,46.6
HT29,21,138,6,23.0
HT29,22,130,3,43.3
HT29,23,18,1,18.0
HT48,8,20,2,10.0
HT48,13,18,2,9.0
HT48,14,11,2,5.5
HT48,16,93,2,46.5
HT48,17,37,1,37.0
HT48,18,33,1,33.0
HT48,19,22,2,11.0
HT48,20,4,1,4.0
HT48,21,32,1,32.0
HT5,5,26,1,26.0
HT5,6,87,3,29.0
HT5,7,333,3,111.0
HT5,8,275,3,91.7
HT5,9,221,4,55.2
HT5,10,168,4,42.0
HT5,11,161,3,53.7
HT5,12,235,4,58.8
HT5,13,207,3,69.0
HT5,14,181,3,60.3
HT5,15,185,4,46.2
HT5,16,273,3,91.0
HT5,17,218,3,72.7
HT5,18,220,4,55.0
HT5,19,252,3,84.0
HT5,20,102,4,25.5
HT5,21,79,2,39.5
HT5,22,77,1,77.0
HT6,6,16,2,8.0
HT6,7,82,1,82.0
HT6,8,96,4,24.0
HT6,9,42,3,14.0
HT6,10,24,1,24.0
HT6,11,48,1,48.0
HT6,12,35,2,17.5
HT6,13,33,1,33.0
HT6,14,24,1,24.0
HT6,15,58,2,29.0
HT6,16,85,1,85.0
HT6,17,47,1,47.0
HT6,18,74,1,74.0
HT6,19,74,2,37.0
HT6,20,11,1,11.0
HT6,21,23,1,23.0
K1,5,3,1,3.0
K1,6,24,1,24.0
K1,7,161,2,80.5
K1,8,151,2,75.5
K1,9,150,1,150.0
K1,10,94,2,47.0
K1,11,84,1,84.0
K1,12,183,2,91.5
K1,13,47,1,47.0
K1,14,85,1,85.0
K1,15,85,2,42.5
K1,16,41,1,41.0
K1,17,82,1,82.0
K1,18,88,1,88.0
K1,20,19,2,9.5
K1,21,44,1,44.0
K2,6,48,2,24.0
K2,7,173,2,86.5
K2,8,180,1,180.0
K2,9,147,2,73.5
K2,10,64,1,64.0
K2,11,121,2,60.5
K2,12,104,1,104.0
K2,13,102,2,51.0
K2,14,131,1,131.0
K2,15,93,2,46.5
K2,16,85,1,85.0
K2,17,105,2,52.5
K2,18,57,1,57.0
K2,19,30,1,30.0
K2,20,46,1,46.0
K2,21,44,1,44.0
KA-2,10,3,2,1.5
KA-2,11,4,1,4.0
KA-2,12,12,3,4.0
KA-2,13,4,1,4.0
KA-2,14,2,1,2.0
KA-2,15,5,3,1.7
KA-2,17,3,2,1.5
KM10,5,30,1,30.0
KM10,6,50,2,25.0
KM10,7,112,3,37.3
KM10,8,196,2,98.0
KM10,9,48,1,48.0
KM10,16,108,2,54.0
KM10,17,74,2,37.0
KM10,18,131,2,65.5
KM10,19,63,1,63.0
KM11,5,167,4,41.8
KM11,6,749,20,37.4
KM11,7,1457,20,72.8
KM11,8,1539,20,77.0
KM11,9,747,20,37.4
KM11,10,527,12,43.9
KM11,11,615,13,47.3
KM11,12,615,9,68.3
KM11,13,727,11,66.1
KM11,14,610,11,55.5
KM11,15,949,15,63.3
KM11,16,1367,18,75.9
KM11,17,1218,19,64.1
KM11,18,995,20,49.8
KM11,19,983,17,57.8
KM11,20,426,8,53.2
KM11,21,397,8,49.6
KM11,22,245,5,49.0
KM11,23,137,2,68.5
KM12,5,13,1,13.0
KM12,6,176,4,44.0
KM12,7,384,4,96.0
KM12,8,440,4,110.0
KM12,9,265,3,88.3
KM12,10,128,2,64.0
KM12,11,75,2,37.5
KM12,12,115,1,115.0
KM12,13,84,1,84.0
KM12,14,161,3,53.7
KM12,15,232,6,38.7
KM12,16,336,3,112.0
KM12,17,361,4,90.2
KM12,18,252,2,126.0
KM12,19,183,3,61.0
KM12,20,100,2,50.0
KM12,21,49,1,49.0
KM12,22,52,3,17.3
KM12,23,14,2,7.0
KM13,5,25,1,25.0
KM13,6,221,4,55.2
KM13,7,475,5,95.0
KM13,8,486,5,97.2
KM13,9,263,4,65.8
KM13,10,254,4,63.5
KM13,11,269,5,53.8
KM13,12,345,5,69.0
KM13,13,436,5,87.2
KM13,14,374,5,74.8
KM13,15,365,5,73.0
KM13,16,457,5,91.4
KM13,17,415,4,103.8
KM13,18,477,5,95.4
KM13,19,260,6,43.3
KM13,20,181,5,36.2
KM13,21,152,4,38.0
KM13,22,119,6,19.8
KM14,6,31,1,31.0
KM14,7,60,1,60.0
KM14,8,65,1,65.0
KM14,14,15,1,15.0
KM14,16,108,1,108.0
KM14,17,23,1,23.0
KM15,6,27,2,13.5
KM15,7,69,1,69.0
KM15,8,61,1,61.0
KM15,16,88,1,88.0
KM15,17,59,1,59.0
KM15,18,28,1,28.0
KM15,19,39,2,19.5
KM17,6,47,1,47.0
KM17,7,105,2,52.5
KM17,8,164,4,41.0
KM17,9,43,2,21.5
KM17,10,16,1,16.0
KM17,15,18,1,18.0
KM17,16,96,2,48.0
KM17,17,46,2,23.0
KM17,18,52,3,17.3
KM17,19,98,2,49.0
KM18,6,9,1,9.0
KM18,7,107,1,107.0
KM18,8,192,4,48.0
KM18,9,44,1,44.0
KM18,10,51,1,51.0
KM18,11,54,1,54.0
KM18,12,51,1,51.0
KM18,13,63,1,63.0
KM18,14,10,2,5.0
KM18,15,86,2,43.0
KM18,16,173,2,86.5
KM18,17,67,2,33.5
KM18,18,134,3,44.7
KM18,19,34,2,17.0
KM18,20,45,1,45.0
KM18,21,24,1,24.0
KM2,6,50,1,50.0
KM2,7,96,1,96.0
KM2,8,34,1,34.0
KM2,9,33,1,33.0
KM2,17,57,1,57.0
KM2,18,30,1,30.0
KM2,19,29,1,29.0
KM21,7,31,3,10.3
KM21,8,18,2,9.0
KM21,10,12,4,3.0
KM21,22,2,1,2.0
KM21,23,6,1,6.0
KM23,5,106,1,106.0
KM23,6,301,4,75.2
KM23,7,880,9,97.8
KM23,8,1116,7,159.4
KM23,9,633,6,105.5
KM23,10,511,6,85.2
KM23,11,498,5,99.6
KM23,12,584,6,97.3
KM23,13,657,7,93.9
KM23,14,632,9,70.2
KM23,15,708,10,70.8
KM23,16,664,4,166.0
KM23,17,549,7,78.4
KM23,18,486,8,60.8
KM23,19,436,5,87.2
KM23,20,350,10,35.0
KM23,21,250,6,41.7
KM23,22,204,6,34.0
KM23,23,79,4,19.8
KM24,0,20,1,20.0
KM24,5,75,2,37.5
KM24,6,417,7,59.6
KM24,7,713,11,64.8
KM24,8,1009,9,112.1
KM24,9,386,6,64.3
KM24,10,300,6,50.0
KM24,11,245,5,49.0
KM24,12,321,6,53.5
KM24,13,394,6,65.7
KM24,14,389,8,48.6
KM24,15,617,10,61.7
KM24,16,836,10,83.6
KM24,17,628,9,69.8
KM24,18,606,6,101.0
KM24,19,490,5,98.0
KM24,20,169,4,42.2
KM24,21,176,4,44.0
KM24,22,138,3,46.0
KM24,23,30,1,30.0
KM25,5,15,1,15.0
KM25,6,110,3,36.7
KM25,7,140,4,35.0
KM25,8,205,5,41.0
KM25,9,137,4,34.2
KM25,10,62,3,20.7
KM25,11,57,2,28.5
KM25,12,17,4,4.2
KM25,13,57,2,28.5
KM25,14,34,4,8.5
KM25,15,164,3,54.7
KM25,16,169,5,33.8
KM25,17,149,4,37.2
KM25,18,41,2,20.5
KM25,19,138,1,138.0
KM25,20,68,4,17.0
KM25,21,43,3,14.3
KM25,22,31,1,31.0
KM25,23,5,1,5.0
KM26,5,3,1,3.0
KM26,6,67,2,33.5
KM26,7,158,6,26.3
KM26,8,117,4,29.2
KM26,9,48,3,16.0
KM26,14,1,2,0.5
KM26,15,161,4,40.2
KM26,16,107,3,35.7
KM26,17,124,5,24.8
KM26,18,162,4,40.5
KM26,19,8,2,4.0
KM27,5,2,1,2.0
KM27,6,47,1,47.0
KM27,7,208,4,52.0
KM27,8,318,2,159.0
KM27,9,110,1,110.0
KM27,10,114,2,57.0
KM27,11,144,2,72.0
KM27,12,76,2,38.0
KM27,13,33,3,11.0
KM27,14,157,2,78.5
KM27,15,220,4,55.0
KM27,16,332,3,110.7
KM27,17,253,3,84.3
KM27,18,296,4,74.0
KM27,19,190,3,63.3
KM27,20,110,3,36.7
KM27,21,64,1,64.0
KM27,22,44,2,22.0
KM28,7,148,2,74.0
KM28,8,162,2,81.0
KM28,9,43,1,43.0
KM28,10,36,1,36.0
KM28,11,37,1,37.0
KM28,15,46,1,46.0
KM28,16,58,1,58.0
KM28,18,4,1,4.0
KM29,5,7,1,7.0
KM29,6,245,4,61.2
KM29,7,706,7,100.9
KM29,8,628,7,89.7
KM29,9,423,5,84.6
KM29,10,367,6,61.2
KM29,11,410,4,102.5
KM29,12,413,5,82.6
KM29,13,453,4,113.2
KM29,14,291,7,41.6
KM29,15,516,6,86.0
KM29,16,575,6,95.8
KM29,17,557,6,92.8
KM29,18,615,4,153.8
KM29,19,317,10,31.7
KM29,20,167,5,33.4
KM29,21,246,7,35.1
KM29,22,142,6,23.7
KM29,23,85,3,28.3
KM3,6,4,1,4.0
KM3,9,31,1,31.0
KM3,10,6,1,6.0
KM3,16,64,1,64.0
KM3,17,32,1,32.0
KM31,5,49,1,49.0
KM31,6,321,7,45.9
KM31,7,537,8,67.1
KM31,8,381,5,76.2
KM31,9,130,5,26.0
KM31,10,125,3,41.7
KM31,11,136,1,136.0
KM31,12,62,1,62.0
KM31,13,68,2,34.0
KM31,15,112,2,56.0
KM31,16,149,3,49.7
KM31,17,166,3,55.3
KM31,18,301,5,60.2
KM31,19,176,2,88.0
KM31,20,57,4,14.2
KM31,21,85,5,17.0
KM31,22,71,4,17.8
KM32,5,29,1,29.0
KM32,6,47,2,23.5
KM32,7,88,4,22.0
KM32,8,67,2,33.5
KM32,9,54,2,27.0
KM32,10,74,2,37.0
KM32,11,48,2,24.0
KM32,12,53,2,26.5
KM32,13,53,2,26.5
KM32,14,36,2,18.0
KM32,15,47,2,23.5
KM32,16,79,3,26.3
KM32,17,125,3,41.7
KM32,18,97,1,97.0
KM32,19,58,2,29.0
KM32,20,27,2,13.5
KM32,21,24,1,24.0
KM33,5,1,1,1.0
KM33,6,115,4,28.8
KM33,7,413,4,103.2
KM33,8,478,6,79.7
KM33,9,206,4,51.5
KM33,10,134,4,33.5
KM33,11,150,3,50.0
KM33,12,152,2,76.0
KM33,13,138,3,46.0
KM33,14,179,3,59.7
KM33,15,314,5,62.8
KM33,16,417,6,69.5
KM33,17,360,6,60.0
KM33,18,319,4,79.8
KM33,19,217,4,54.2
KM33,20,103,3,34.3
KM33,21,91,3,30.3
KM33,22,41,1,41.0
KM34,5,56,2,28.0
KM34,6,338,6,56.3
KM34,7,1053,10,105.3
KM34,8,1121,8,140.1
KM34,9,605,7,86.4
KM34,10,454,5,90.8
KM34,11,550,6,91.7
KM34,12,570,6,95.0
KM34,13,571,6,95.2
KM34,14,610,6,101.7
KM34,15,697,8,87.1
KM34,16,831,6,138.5
KM34,17,770,6,128.3
KM34,18,737,7,105.3
KM34,19,547,8,68.4
KM34,20,448,8,56.0
KM34,21,319,7,45.6
KM34,22,229,4,57.2
KM34,23,45,1,45.0
KM35,5,54,2,27.0
KM35,6,88,4,22.0
KM35,7,263,4,65.8
KM35,8,273,4,68.2
KM35,9,100,4,25.0
KM35,10,78,3,26.0
KM35,11,91,3,30.3
KM35,12,97,3,32.3
KM35,13,122,3,40.7
KM35,14,100,3,33.3
KM35,15,190,3,63.3
KM35,16,389,5,77.8
KM35,17,220,3,73.3
KM35,18,190,4,47.5
KM35,19,115,3,38.3
KM35,20,102,4,25.5
KM35,21,90,2,45.0
KM35,22,80,2,40.0
KM35,23,42,2,21.0
KM36,5,18,1,18.0
KM36,6,68,3,22.7
KM36,7,174,4,43.5
KM36,8,160,2,80.0
KM36,9,40,2,20.0
KM36,10,26,2,13.0
KM36,11,28,1,28.0
KM36,12,17,1,17.0
KM36,13,29,1,29.0
KM36,14,13,1,13.0
KM36,15,45,2,22.5
KM36,16,81,2,40.5
KM36,17,62,3,20.7
KM36,19,40,1,40.0
KM36,20,37,3,12.3
KM36,21,23,1,23.0
KM36,22,16,1,16.0
KM37,6,30,2,15.0
KM37,7,58,2,29.0
KM37,8,74,2,37.0
KM37,9,38,2,19.0
KM37,11,69,2,34.5
KM37,12,36,2,18.0
KM37,13,56,2,28.0
KM37,14,20,2,10.0
KM37,16,77,2,38.5
KM37,17,56,2,28.0
KM37,18,37,2,18.5
KM37,19,64,2,32.0
KM37,20,21,1,21.0
KM37,21,24,2,12.0
KM41,6,29,2,14.5
KM41,7,240,7,34.3
KM41,8,504,6,84.0
KM41,9,524,4,131.0
KM41,10,494,5,98.8
KM41,11,719,4,179.8
KM41,12,653,6,108.8
KM41,13,627,6,104.5
KM41,14,749,5,149.8
KM41,15,622,6,103.7
KM41,16,671,6,111.8
KM41,17,352,8,44.0
KM41,18,175,3,58.3
KM41,19,170,5,34.0
KM41,20,99,4,24.8
KM41,21,21,1,21.0
KM42,5,26,1,26.0
KM42,6,225,5,45.0
KM42,7,543,8,67.9
KM42,8,604,6,100.7
KM42,9,425,4,106.2
KM42,10,276,3,92.0
KM42,11,396,3,132.0
KM42,12,409,3,136.3
KM42,13,322,3,107.3
KM42,14,384,4,96.0
KM42,15,576,5,115.2
KM42,16,598,4,149.5
KM42,17,351,4,87.8
KM42,18,283,3,94.3
KM42,19,264,3,88.0
KM42,20,158,3,52.7
KM42,21,93,2,46.5
KM43,5,16,2,8.0
KM43,6,271,8,33.9
KM43,7,1052,13,80.9
KM43,8,910,9,101.1
KM43,9,798,6,133.0
KM43,10,567,8,70.9
KM43,11,836,7,119.4
KM43,12,889,7,127.0
KM43,13,737,7,105.3
KM43,14,843,7,120.4
KM43,15,858,7,122.6
KM43,16,910,7,130.0
KM43,17,953,7,136.1
KM43,18,905,7,129.3
KM43,19,646,5,129.2
KM43,20,421,8,52.6
KM43,21,373,6,62.2
KM43,22,255,2,127.5
KM43,23,227,3,75.7
KM44,6,93,4,23.2
KM44,7,215,3,71.7
KM44,8,178,3,59.3
KM44,9,167,3,55.7
KM44,10,157,2,78.5
KM44,11,170,3,56.7
KM44,12,237,3,79.0
KM44,13,168,2,84.0
KM44,14,127,1,127.0
KM44,15,166,2,83.0
KM44,16,180,3,60.0
KM44,17,228,2,114.0
KM44,18,237,3,79.0
KM44,19,210,3,70.0
KM44,20,170,3,56.7
KM44,21,109,2,54.5
KM44,22,121,1,121.0
KM45,6,15,2,7.5
KM45,7,314,3,104.7
KM45,8,467,4,116.8
KM45,9,497,4,124.2
KM45,10,357,2,178.5
KM45,11,410,2,205.0
KM45,12,422,2,211.0
KM45,13,301,3,100.3
KM45,14,218,2,109.0
KM45,15,256,3,85.3
KM45,16,403,3,134.3
KM45,17,125,2,62.5
KM45,18,132,3,44.0
KM45,19,77,3,25.7
KM45,20,40,1,40.0
KM45,21,53,2,26.5
KM46,5,5,1,5.0
KM46,6,49,2,24.5
KM46,7,133,2,66.5
KM46,8,113,2,56.5
KM46,9,76,2,38.0
KM46,10,73,3,24.3
KM46,11,52,1,52.0
KM46,12,54,2,27.0
KM46,13,84,2,42.0
KM46,14,67,2,33.5
KM46,15,99,1,99.0
KM46,16,86,1,86.0
KM46,17,70,1,70.0
KM46,18,106,2,53.0
KM46,19,89,2,44.5
KM46,20,27,1,27.0
KM46,21,43,2,21.5
KM47,5,58,1,58.0
KM47,6,204,3,68.0
KM47,7,268,4,67.0
KM47,8,229,3,76.3
KM47,9,121,4,30.2
KM47,10,74,3,24.7
KM47,11,94,2,47.0
KM47,12,107,3,35.7
KM47,13,82,2,41.0
KM47,14,177,2,88.5
KM47,15,173,5,34.6
KM47,16,178,3,59.3
KM47,17,233,4,58.2
KM47,18,262,5,52.4
KM47,19,143,3,47.7
KM47,20,104,2,52.0
KM47,21,40,1,40.0
KM47,22,47,2,23.5
KM48,5,19,1,19.0
KM48,6,81,2,40.5
KM48,7,160,3,53.3
KM48,8,152,3,50.7
KM48,9,68,1,68.0
KM48,10,58,3,19.3
KM48,11,58,2,29.0
KM48,12,67,1,67.0
KM48,13,86,1,86.0
KM48,14,58,2,29.0
KM48,15,88,2,44.0
KM48,16,61,2,30.5
KM48,17,68,2,34.0
KM48,18,72,2,36.0
KM48,19,60,2,30.0
KM48,20,34,2,17.0
KM48,21,28,2,14.0
KM60,6,192,4,48.0
KM60,7,466,5,93.2
KM60,8,530,4,132.5
KM60,9,154,3,51.3
KM60,10,49,1,49.0
KM60,11,6,1,6.0
KM60,13,106,2,53.0
KM60,14,82,2,41.0
KM60,15,77,2,38.5
KM60,16,111,2,55.5
KM60,17,142,2,71.0
KM60,18,122,1,122.0
KM60,19,84,3,28.0
KM60,20,80,2,40.0
KM60,21,16,1,16.0
KM61,6,75,1,75.0
KM61,7,129,3,43.0
KM61,8,88,1,88.0
KM61,9,81,2,40.5
KM61,10,57,3,19.0
KM61,11,41,1,41.0
KM61,12,88,2,44.0
KM61,13,84,3,28.0
KM61,14,72,1,72.0
KM61,15,107,2,53.5
KM61,16,105,1,105.0
KM61,17,168,2,84.0
KM61,18,149,2,74.5
KM61,19,123,2,61.5
KM61,20,41,2,20.5
KM61,21,75,1,75.0
KM61,22,39,1,39.0
KM70,5,31,1,31.0
KM70,6,173,3,57.7
KM70,7,483,4,120.8
KM70,8,355,3,118.3
KM70,9,158,3,52.7
KM70,12,93,1,93.0
KM70,13,72,1,72.0
KM70,14,87,3,29.0
KM70,15,89,2,44.5
KM70,16,161,4,40.2
KM70,17,154,2,77.0
KM70,18,123,1,123.0
KM70,21,51,1,51.0
KM71,5,5,1,5.0
KM71,6,141,1,141.0
KM71,7,127,1,127.0
KM71,8,102,2,51.0
KM71,15,74,2,37.0
KM71,17,85,2,42.5
KM71,18,66,1,66.0
KM71,20,14,1,14.0
KM72,6,27,2,13.5
KM72,7,123,2,61.5
KM72,8,198,2,99.0
KM72,9,24,1,24.0
KM72,10,55,1,55.0
KM72,11,52,2,26.0
KM72,12,117,2,58.5
KM72,13,103,2,51.5
KM72,14,126,1,126.0
KM72,15,115,2,57.5
KM72,16,249,2,124.5
KM72,17,112,1,112.0
KM72,18,194,2,97.0
KM72,19,86,2,43.0
KM72,20,45,1,45.0
KM72,21,45,2,22.5
KÇ2,6,27,1,27.0
KÇ2,7,90,1,90.0
KÇ2,15,17,1,17.0
KÇ2,16,66,1,66.0
KÇ2,17,46,1,46.0
KÇ2,18,70,1,70.0
MK11,0,12,1,12.0
MK11,6,341,7,48.7
MK11,7,753,6,125.5
MK11,8,777,5,155.4
MK11,9,375,4,93.8
MK11,10,251,2,125.5
MK11,11,295,2,147.5
MK11,12,316,2,158.0
MK11,13,241,2,120.5
MK11,17,263,2,131.5
MK11,18,328,3,109.3
MK11,19,417,3,139.0
MK11,20,194,1,194.0
MK11,21,120,1,120.0
MK11,22,70,1,70.0
MK11,23,57,1,57.0
MK12,0,23,1,23.0
MK12,6,372,8,46.5
MK12,7,807,5,161.4
MK12,8,596,4,149.0
MK12,9,202,2,101.0
MK12,10,238,2,119.0
MK12,11,284,2,142.0
MK12,12,300,2,150.0
MK12,13,205,1,205.0
MK12,15,220,1,220.0
MK12,17,439,3,146.3
MK12,18,367,1,367.0
MK12,19,357,2,178.5
MK12,20,312,1,312.0
MK12,21,215,1,215.0
MK12,22,91,1,91.0
MK12,23,20,1,20.0
MK13,0,44,1,44.0
MK13,5,22,1,22.0
MK13,6,274,7,39.1
MK13,7,687,6,114.5
MK13,8,521,5,104.2
MK13,9,173,4,43.2
MK13,10,126,5,25.2
MK13,11,122,3,40.7
MK13,12,182,5,36.4
MK13,13,153,7,21.9
MK13,14,333,7,47.6
MK13,15,237,5,47.4
MK13,16,426,5,85.2
MK13,17,485,6,80.8
MK13,18,607,5,121.4
MK13,19,376,4,94.0
MK13,20,336,4,84.0
MK13,21,217,3,72.3
MK13,22,153,2,76.5
MK13,23,82,1,82.0
MK14,6,177,4,44.2
MK14,7,509,3,169.7
MK14,8,348,3,116.0
MK14,9,191,4,47.8
MK14,10,136,1,136.0
MK14,11,175,1,175.0
MK14,12,235,2,117.5
MK14,13,245,2,122.5
MK14,14,261,2,130.5
MK14,15,160,1,160.0
MK14,16,497,4,124.2
MK14,17,279,3,93.0
MK14,18,462,3,154.0
MK14,19,185,1,185.0
MK14,20,139,2,69.5
MK14,21,76,1,76.0
MK15,6,164,5,32.8
MK15,7,385,4,96.2
MK15,8,361,4,90.2
MK15,9,297,5,59.4
MK15,11,97,1,97.0
MK15,12,157,2,78.5
MK15,14,150,1,150.0
MK15,15,277,3,92.3
MK15,16,303,2,151.5
MK15,17,481,4,120.2
MK15,18,399,3,133.0
MK15,19,314,2,157.0
MK15,20,141,2,70.5
MK15,21,146,2,73.0
MK15,22,78,1,78.0
MK15,23,13,1,13.0
MK16,6,63,1,63.0
MK16,7,146,1,146.0
MK16,8,108,1,108.0
MK19,6,16,2,8.0
MK19,7,99,4,24.8
MK19,8,118,4,29.5
MK19,9,94,4,23.5
MK19,10,93,4,23.2
MK19,11,137,3,45.7
MK19,12,147,2,73.5
MK19,13,135,3,45.0
MK19,14,157,2,78.5
MK19,15,208,3,69.3
MK19,16,237,2,118.5
MK19,17,205,3,68.3
MK19,18,208,3,69.3
MK19,19,145,3,48.3
MK19,20,104,3,34.7
MK19,21,86,3,28.7
MK19,22,43,1,43.0
MK2,7,66,2,33.0
MK2,8,28,2,14.0
MK2,9,28,2,14.0
MK2,10,15,1,15.0
MK2,11,19,1,19.0
MK2,12,14,2,7.0
MK2,13,20,1,20.0
MK2,14,32,1,32.0
MK2,15,41,2,20.5
MK2,16,70,2,35.0
MK2,17,57,2,28.5
MK2,18,25,2,12.5
MK2,19,15,2,7.5
MK2,20,13,1,13.0
MK22,6,228,4,57.0
MK22,7,597,5,119.4
MK22,8,532,4,133.0
MK22,9,443,3,147.7
MK22,10,463,5,92.6
MK22,11,474,4,118.5
MK22,12,470,4,117.5
MK22,13,419,3,139.7
MK22,14,386,4,96.5
MK22,15,536,5,107.2
MK22,16,579,5,115.8
MK22,17,564,5,112.8
MK22,18,466,4,116.5
MK22,19,328,5,65.6
MK22,20,243,4,60.8
MK22,21,120,4,30.0
MK22,22,120,2,60.0
MK31,5,11,1,11.0
MK31,6,106,2,53.0
MK31,7,354,3,118.0
MK31,8,311,3,103.7
MK31,9,188,2,94.0
MK31,10,110,1,110.0
MK31,11,130,3,43.3
MK31,12,168,1,168.0
MK31,13,105,2,52.5
MK31,14,213,2,106.5
MK31,15,252,2,126.0
MK31,16,268,1,268.0
MK31,17,198,2,99.0
MK31,18,209,1,209.0
MK31,19,177,3,59.0
MK31,20,83,3,27.7
MK31,21,123,2,61.5
MK42,6,183,6,30.5
MK42,7,801,8,100.1
