hat,saat,yolcu,sefer,yolcu_per_sefer
40T,17,757,4,189.2
40T,18,693,4,173.2
40T,19,539,5,107.8
40T,20,454,4,113.5
40T,21,468,4,117.0
40T,22,347,4,86.8
40T,23,250,4,62.5
418,0,17,1,17.0
418,4,11,3,3.7
418,5,193,8,24.1
418,6,971,21,46.2
418,7,1429,25,57.2
418,8,1834,22,83.4
418,9,1040,20,52.0
418,10,814,15,54.3
418,11,797,15,53.1
418,12,1088,15,72.5
418,13,984,18,54.7
418,14,1009,17,59.4
418,15,1145,17,67.4
418,16,1771,17,104.2
418,17,1609,17,94.6
418,18,1335,15,89.0
418,19,986,15,65.7
418,20,657,13,50.5
418,21,537,12,44.8
418,22,346,10,34.6
418,23,161,6,26.8
41A,6,66,3,22.0
41A,7,162,2,81.0
41A,8,208,2,104.0
41A,9,106,2,53.0
41A,10,108,2,54.0
41A,11,75,1,75.0
41A,12,38,1,38.0
41A,13,76,2,38.0
41A,14,85,1,85.0
41A,15,74,1,74.0
41A,16,104,2,52.0
41A,17,65,2,32.5
41A,18,110,1,110.0
41A,19,69,1,69.0
41A,20,28,1,28.0
41AT,5,53,1,53.0
41AT,6,481,7,68.7
41AT,7,1016,9,112.9
41AT,8,1085,10,108.5
41AT,9,889,9,98.8
41AT,10,910,7,130.0
41AT,11,922,6,153.7
41AT,12,904,5,180.8
41AT,13,987,7,141.0
41AT,14,865,5,173.0
41AT,15,971,5,194.2
41AT,16,729,3,243.0
41AT,17,683,5,136.6
41AT,18,791,5,158.2
41AT,19,673,2,336.5
41AT,20,588,4,147.0
41AT,21,508,5,101.6
41AT,22,572,5,114.4
41AT,23,278,3,92.7
41C,6,695,7,99.3
41C,7,1502,11,136.5
41C,8,1482,10,148.2
41C,9,979,9,108.8
41C,10,668,9,74.2
41C,11,863,9,95.9
41C,12,927,9,103.0
41C,13,939,9,104.3
41C,14,1105,9,122.8
41C,15,1535,8,191.9
41C,16,1261,10,126.1
41C,17,1366,8,170.8
41C,18,1626,6,271.0
41C,19,968,7,138.3
41C,20,554,6,92.3
41C,21,442,4,110.5
41C,22,281,2,140.5
41C,23,104,3,34.7
41E,5,48,1,48.0
41E,6,375,7,53.6
41E,7,1103,6,183.8
41E,8,1126,6,187.7
41E,9,810,5,162.0
41E,10,680,6,113.3
41E,11,889,5,177.8
41E,12,874,5,174.8
41E,13,803,5,160.6
41E,14,662,5,132.4
41E,15,1105,4,276.2
41E,16,751,2,375.5
41E,17,550,4,137.5
41E,18,657,3,219.0
41E,19,612,3,204.0
41E,20,510,3,170.0
41E,21,527,6,87.8
41E,22,295,6,49.2
41E,23,163,3,54.3
41N,7,66,3,22.0
41N,8,81,3,27.0
41N,9,297,5,59.4
41N,10,249,6,41.5
41N,11,284,5,56.8
41N,12,414,5,82.8
41N,13,471,5,94.2
41N,14,450,3,150.0
41N,15,262,3,87.3
41N,16,199,2,99.5
41N,17,183,3,61.0
41N,18,187,2,93.5
41N,19,98,3,32.7
41N,20,95,3,31.7
41N,21,49,2,24.5
41N,22,15,1,15.0
41SF,6,188,4,47.0
41SF,7,338,3,112.7
41SF,8,305,3,101.7
41SF,9,248,4,62.0
41SF,10,194,3,64.7
41SF,11,90,4,22.5
41SF,12,154,3,51.3
41SF,13,155,4,38.8
41SF,14,120,2,60.0
41SF,15,343,3,114.3
41SF,16,192,2,96.0
41SF,17,191,3,63.7
41SF,18,137,3,45.7
41SF,19,119,4,29.8
41SF,20,113,3,37.7
41SF,21,119,5,23.8
41SF,22,96,2,48.0
41SM,6,86,2,43.0
41SM,7,132,1,132.0
41SM,8,100,3,33.3
41SM,9,48,2,24.0
41SM,10,14,2,7.0
41SM,11,21,1,21.0
41SM,12,16,2,8.0
41SM,13,1,1,1.0
41SM,14,2,1,2.0
41SM,15,63,2,31.5
41SM,16,18,2,9.0
41SM,17,38,2,19.0
41SM,18,30,2,15.0
41SM,19,16,1,16.0
41SM,20,5,1,5.0
41SM,21,8,2,4.0
41SM,22,43,1,43.0
41ST,5,6,1,6.0
41ST,6,503,11,45.7
41ST,7,1672,14,119.4
41ST,8,1778,10,177.8
41ST,9,1417,10,141.7
41ST,10,1215,9,135.0
41ST,11,1238,11,112.5
41ST,12,1423,12,118.6
41ST,13,1375,9,152.8
41ST,14,1160,12,96.7
41ST,15,1396,10,139.6
41ST,16,1143,12,95.2
41ST,17,1372,10,137.2
41ST,18,1345,11,122.3
41ST,19,917,8,114.6
41ST,20,777,10,77.7
41ST,21,503,7,71.9
41ST,22,367,6,61.2
41ST,23,171,2,85.5
42,6,9,1,9.0
42,8,52,1,52.0
42,15,29,1,29.0
42,17,37,1,37.0
429A,0,56,2,28.0
429A,4,28,2,14.0
429A,5,248,7,35.4
429A,6,926,23,40.3
429A,7,1459,31,47.1
429A,8,1559,25,62.4
429A,9,957,18,53.2
429A,10,698,20,34.9
429A,11,783,22,35.6
429A,12,828,16,51.8
429A,13,824,14,58.9
429A,14,703,16,43.9
429A,15,941,21,44.8
429A,16,1111,18,61.7
429A,17,1048,24,43.7
429A,18,955,20,47.8
429A,19,1035,28,37.0
429A,20,691,19,36.4
429A,21,530,15,35.3
429A,22,416,12,34.7
429A,23,229,4,57.2
42HM,6,110,6,18.3
42HM,7,480,11,43.6
42HM,8,506,12,42.2
42HM,9,314,7,44.9
42HM,10,304,7,43.4
42HM,11,243,7,34.7
42HM,12,370,7,52.9
42HM,13,365,7,52.1
42HM,14,333,8,41.6
42HM,15,588,11,53.5
42HM,16,540,9,60.0
42HM,17,479,12,39.9
42HM,18,492,9,54.7
42HM,19,361,10,36.1
42HM,20,235,10,23.5
42HM,21,236,7,33.7
42HM,22,177,5,35.4
42HM,23,62,4,15.5
42K,6,14,1,14.0
42K,7,25,1,25.0
42K,8,47,1,47.0
42K,9,26,1,26.0
42K,10,33,1,33.0
42K,11,46,1,46.0
42K,12,39,1,39.0
42K,13,57,1,57.0
42K,14,41,1,41.0
42K,15,38,1,38.0
42K,17,32,1,32.0
42K,18,57,1,57.0
42K,19,66,1,66.0
42K,20,33,1,33.0
42K,21,34,1,34.0
42KT,6,93,3,31.0
42KT,7,199,3,66.3
42KT,8,143,2,71.5
42KT,9,99,3,33.0
42KT,10,106,1,106.0
42KT,11,123,2,61.5
42KT,12,145,3,48.3
42KT,13,136,2,68.0
42KT,14,110,2,55.0
42KT,15,184,2,92.0
42KT,16,138,3,46.0
42KT,18,157,1,157.0
42KT,19,142,3,47.3
42KT,20,97,2,48.5
42KT,21,73,2,36.5
42KT,22,17,1,17.0
42KT,23,14,1,14.0
42M,5,33,1,33.0
42M,6,97,1,97.0
42M,7,143,2,71.5
42M,8,121,1,121.0
42M,9,47,1,47.0
42M,16,41,1,41.0
42M,17,62,2,31.0
42M,18,24,1,24.0
42M,19,57,1,57.0
42T,6,115,4,28.8
42T,7,364,5,72.8
42T,8,319,4,79.8
42T,9,295,4,73.8
42T,10,228,4,57.0
42T,11,242,5,48.4
42T,12,280,4,70.0
42T,13,270,4,67.5
42T,14,293,4,73.2
42T,15,360,3,120.0
42T,16,257,2,128.5
42T,18,258,3,86.0
42T,19,188,3,62.7
42T,20,84,2,42.0
42T,21,71,1,71.0
42T,22,127,3,42.3
42T,23,49,1,49.0
42Z,6,76,3,25.3
42Z,7,162,2,81.0
42Z,8,92,1,92.0
42Z,10,27,2,13.5
42Z,11,45,1,45.0
42Z,12,32,1,32.0
42Z,13,24,1,24.0
42Z,14,23,1,23.0
42Z,15,51,1,51.0
42Z,16,115,2,57.5
42Z,17,118,2,59.0
42Z,18,136,2,68.0
42Z,20,49,1,49.0
42Z,21,2,1,2.0
43R,6,148,4,37.0
43R,7,673,4,168.2
43R,8,723,2,361.5
43R,9,544,3,181.3
43R,10,399,4,99.8
43R,11,452,3,150.7
43R,12,431,3,143.7
43R,13,382,1,382.0
43R,14,478,4,119.5
43R,15,429,1,429.0
43R,16,467,3,155.7
43R,17,389,1,389.0
43R,18,349,2,174.5
43R,19,300,2,150.0
43R,20,242,2,121.0
43R,21,172,1,172.0
448,0,26,1,26.0
448,5,115,8,14.4
448,6,366,14,26.1
448,7,862,20,43.1
448,8,1098,18,61.0
448,9,645,17,37.9
448,10,533,14,38.1
448,11,584,13,44.9
448,12,622,16,38.9
448,13,616,11,56.0
448,14,618,13,47.5
448,15,696,16,43.5
448,16,1077,18,59.8
448,17,801,17,47.1
448,18,780,14,55.7
448,19,635,13,48.8
448,20,445,11,40.5
448,21,319,8,39.9
448,22,235,5,47.0
448,23,104,3,34.7
458,0,22,1,22.0
458,5,171,6,28.5
458,6,328,7,46.9
458,7,821,13,63.2
458,8,1213,10,121.3
458,9,516,8,64.5
458,10,357,6,59.5
458,11,451,6,75.2
458,12,624,8,78.0
458,13,493,9,54.8
458,14,437,11,39.7
458,15,608,10,60.8
458,16,755,10,75.5
458,17,621,12,51.8
458,18,567,12,47.2
458,19,577,10,57.7
458,20,396,11,36.0
458,21,299,11,27.2
458,22,266,6,44.3
458,23,146,4,36.5
46T,6,210,6,35.0
46T,7,496,6,82.7
46T,8,520,4,130.0
46T,9,349,6,58.2
46T,10,261,5,52.2
46T,11,322,4,80.5
46T,12,250,3,83.3
46T,13,200,4,50.0
46T,14,261,3,87.0
46T,15,306,4,76.5
46T,16,279,3,93.0
46T,17,294,5,58.8
46T,18,287,3,95.7
46T,19,200,3,66.7
46T,20,147,1,147.0
46T,21,119,3,39.7
46T,22,184,4,46.0
46T,23,103,1,103.0
46Ç,6,71,3,23.7
46Ç,7,246,2,123.0
46Ç,8,314,3,104.7
46Ç,9,280,2,140.0
46Ç,10,171,1,171.0
46Ç,11,164,3,54.7
46Ç,12,300,1,300.0
46Ç,13,211,2,105.5
46Ç,14,268,3,89.3
46Ç,15,264,2,132.0
46Ç,16,220,2,110.0
46Ç,17,288,2,144.0
46Ç,18,212,1,212.0
46Ç,19,229,2,114.5
46Ç,20,199,5,39.8
46Ç,21,125,3,41.7
46Ç,22,98,3,32.7
47E,7,48,1,48.0
47E,9,35,1,35.0
47E,11,27,1,27.0
47E,14,44,1,44.0
47E,15,84,1,84.0
47E,16,58,1,58.0
47E,17,27,1,27.0
47E,19,30,1,30.0
47E,20,49,1,49.0
47E,21,16,1,16.0
47E,22,70,1,70.0
47F,6,27,1,27.0
47F,7,84,2,42.0
47F,8,16,1,16.0
47F,9,89,1,89.0
47F,10,83,1,83.0
47F,11,104,1,104.0
47F,12,76,1,76.0
47F,13,20,1,20.0
47F,14,12,1,12.0
47F,15,25,1,25.0
47F,16,42,1,42.0
47F,17,18,1,18.0
47F,18,31,1,31.0
47F,20,8,1,8.0
47F,21,12,1,12.0
47L,5,40,1,40.0
47L,6,427,6,71.2
47L,7,668,4,167.0
47L,8,933,4,233.2
47L,9,575,4,143.8
47L,10,349,4,87.2
47L,11,425,5,85.0
47L,12,469,4,117.2
47L,13,422,5,84.4
47L,14,376,3,125.3
47L,15,555,5,111.0
47L,16,557,6,92.8
47L,17,528,5,105.6
47L,18,643,4,160.8
47L,19,456,5,91.2
47L,20,383,4,95.8
47L,21,223,3,74.3
47L,22,225,4,56.2
47L,23,146,2,73.0
48,5,16,1,16.0
48,6,221,4,55.2
48,7,501,6,83.5
48,8,486,7,69.4
48,9,355,6,59.2
48,10,156,3,52.0
48,11,193,4,48.2
48,12,145,4,36.2
48,13,184,2,92.0
48,14,181,4,45.2
48,15,271,3,90.3
48,16,311,4,77.8
48,17,274,3,91.3
48,18,199,3,66.3
48,19,245,3,81.7
48,20,124,4,31.0
48,21,126,2,63.0
48,22,147,3,49.0
48,23,38,1,38.0
48A,5,37,1,37.0
48A,6,243,2,121.5
48A,7,407,5,81.4
48A,8,428,2,214.0
48A,9,319,3,106.3
48A,10,157,2,78.5
48A,11,195,2,97.5
48A,12,156,2,78.0
48A,13,170,1,170.0
48A,14,119,2,59.5
48A,15,193,3,64.3
48A,16,273,3,91.0
48A,17,306,3,102.0
48A,18,394,3,131.3
48A,19,253,2,126.5
48A,20,118,1,118.0
48A,21,80,2,40.0
48A,22,110,3,36.7
48A,23,47,2,23.5
48D,7,85,1,85.0
48D,9,30,1,30.0
48D,10,22,1,22.0
48D,11,24,1,24.0
48D,12,26,1,26.0
48D,13,25,1,25.0
48D,14,25,1,25.0
48D,15,35,2,17.5
48D,17,27,1,27.0
48D,18,64,1,64.0
48D,19,113,1,113.0
48D,20,106,1,106.0
48D,21,43,1,43.0
48G,6,30,2,15.0
48G,7,29,2,14.5
48G,8,40,2,20.0
48G,9,35,1,35.0
48G,10,11,1,11.0
48G,11,25,1,25.0
48G,12,28,1,28.0
48G,13,25,1,25.0
48G,15,31,1,31.0
48G,16,29,2,14.5
48G,17,67,2,33.5
48G,18,30,2,15.0
48G,19,30,2,15.0
48G,20,14,1,14.0
48G,21,10,1,10.0
48H,5,26,1,26.0
48H,6,130,2,65.0
48H,7,323,3,107.7
48H,8,269,2,134.5
48H,9,135,1,135.0
48H,10,137,2,68.5
48H,11,112,2,56.0
48H,12,108,1,108.0
48H,13,180,2,90.0
48H,14,128,2,64.0
48H,15,243,2,121.5
48H,16,163,1,163.0
48H,17,145,2,72.5
48H,18,198,2,99.0
48H,19,92,1,92.0
48H,20,148,2,74.0
48H,21,97,3,32.3
48H,22,60,2,30.0
48K,6,2,2,1.0
48K,7,62,1,62.0
48K,8,82,1,82.0
48K,9,57,1,57.0
48K,10,23,1,23.0
48K,11,65,1,65.0
48K,12,65,1,65.0
48K,13,40,1,40.0
48K,14,43,1,43.0
48K,15,33,1,33.0
48K,16,110,1,110.0
48K,17,44,1,44.0
48K,18,49,1,49.0
48K,19,63,2,31.5
48K,20,27,1,27.0
48K,21,3,1,3.0
48KA,5,4,1,4.0
48KA,6,136,2,68.0
48KA,7,239,2,119.5
48KA,8,192,3,64.0
48KA,9,110,2,55.0
48KA,10,126,3,42.0
48KA,11,140,3,46.7
48KA,12,162,2,81.0
48KA,13,72,1,72.0
48KA,14,125,3,41.7
48KA,15,87,2,43.5
48KA,16,59,2,29.5
48KA,17,213,3,71.0
48KA,18,150,2,75.0
48KA,19,140,3,46.7
48KA,20,120,3,40.0
48KA,21,97,3,32.3
48KA,22,88,3,29.3
48L,6,126,5,25.2
48L,7,141,6,23.5
48L,8,155,5,31.0
48L,9,111,4,27.8
48L,10,78,4,19.5
48L,11,50,6,8.3
48L,12,99,3,33.0
48L,13,79,5,15.8
48L,14,79,3,26.3
48L,15,102,4,25.5
48L,16,179,4,44.8
48L,17,202,4,50.5
48L,18,218,2,109.0
48L,19,123,3,41.0
48L,20,85,4,21.2
48L,21,50,4,12.5
48L,22,16,1,16.0
48L,23,12,1,12.0
48M,6,165,1,165.0
48M,7,140,1,140.0
48M,8,194,1,194.0
48M,9,102,1,102.0
48M,10,52,1,52.0
48M,11,25,1,25.0
48M,12,49,1,49.0
48M,13,124,1,124.0
48M,15,72,1,72.0
48M,16,47,1,47.0
48M,17,67,1,67.0
48M,18,65,1,65.0
48M,20,30,1,30.0
48M,21,44,1,44.0
48M,22,3,1,3.0
48N,5,32,1,32.0
48N,6,234,3,78.0
48N,7,817,7,116.7
48N,8,821,4,205.2
48N,9,435,4,108.8
48N,10,396,3,132.0
48N,11,382,4,95.5
48N,12,388,4,97.0
48N,13,393,4,98.2
48N,14,415,2,207.5
48N,15,520,3,173.3
48N,16,602,4,150.5
48N,17,599,3,199.7
48N,18,732,4,183.0
48N,19,522,2,261.0
48N,20,357,2,178.5
48N,21,204,4,51.0
48N,22,181,3,60.3
48N,23,90,1,90.0
48P,6,23,3,7.7
48P,7,97,2,48.5
48P,8,70,2,35.0
48P,9,45,2,22.5
48P,10,43,2,21.5
48P,11,20,2,10.0
48P,12,49,2,24.5
48P,13,32,3,10.7
48P,14,31,2,15.5
48P,15,38,1,38.0
48P,16,60,2,30.0
48P,17,95,2,47.5
48P,18,48,2,24.0
48P,19,27,2,13.5
48P,20,15,2,7.5
48P,21,14,2,7.0
48P,22,18,2,9.0
48S,6,20,1,20.0
48S,7,70,1,70.0
48S,8,62,1,62.0
48T,6,131,3,43.7
48T,7,350,4,87.5
48T,8,392,2,196.0
48T,9,133,3,44.3
48T,10,134,2,67.0
48T,11,202,3,67.3
48T,12,143,3,47.7
48T,13,170,3,56.7
48T,14,180,5,36.0
48T,15,300,3,100.0
48T,16,183,4,45.8
48T,17,389,4,97.2
48T,18,389,4,97.2
48T,19,144,4,36.0
48T,20,169,4,42.2
48T,21,108,3,36.0
48T,22,108,4,27.0
48T,23,76,1,76.0
48U,7,15,1,15.0
48U,8,9,2,4.5
48U,9,4,2,2.0
48U,10,12,2,6.0
48U,11,6,1,6.0
48U,12,12,2,6.0
48U,13,4,1,4.0
48U,14,24,3,8.0
48U,15,6,2,3.0
48U,16,12,2,6.0
48U,17,11,1,11.0
48U,18,11,1,11.0
48U,19,5,1,5.0
48U,20,20,2,10.0
49,0,32,1,32.0
49,5,82,1,82.0
49,6,304,3,101.3
49,7,622,2,311.0
49,8,324,1,324.0
49,9,340,2,170.0
49,10,215,1,215.0
49,11,192,1,192.0
49,12,150,1,150.0
49,13,151,1,151.0
49,14,137,1,137.0
49,15,154,1,154.0
49,16,192,1,192.0
49,17,237,1,237.0
49,18,302,1,302.0
49,19,253,2,126.5
49,20,270,1,270.0
49,21,194,2,97.0
49,22,125,3,41.7
49,23,120,3,40.0
49A,5,19,1,19.0
49A,7,97,1,97.0
49A,10,56,1,56.0
49G,0,26,2,13.0
49G,5,140,2,70.0
49G,6,338,2,169.0
49G,7,670,3,223.3
49G,8,533,2,266.5
49G,9,472,3,157.3
49G,10,426,2,213.0
49G,11,407,2,203.5
49G,12,496,2,248.0
49G,13,393,2,196.5
49G,14,239,1,239.0
49G,15,395,5,79.0
49G,16,281,1,281.0
49G,17,223,1,223.0
49G,18,379,2,189.5
49G,19,353,1,353.0
49G,20,259,3,86.3
49G,21,203,3,67.7
49G,22,200,4,50.0
49G,23,172,3,57.3
49GB,5,37,2,18.5
49GB,6,563,8,70.4
49GB,7,751,6,125.2
49GB,8,692,3,230.7
49GB,9,418,2,209.0
49GB,10,140,2,70.0
49GB,11,111,1,111.0
49GB,12,29,1,29.0
49GB,13,25,1,25.0
49GB,14,81,1,81.0
49GB,15,292,2,146.0
49GB,16,351,5,70.2
49GB,17,392,3,130.7
49GB,18,413,1,413.0
49GB,19,248,2,124.0
49GB,20,197,1,197.0
49GB,21,29,1,29.0
49K,6,39,1,39.0
49K,7,91,1,91.0
49K,15,27,1,27.0
49K,16,27,1,27.0
49T,8,35,1,35.0
49T,11,74,1,74.0
49T,13,52,1,52.0
49T,15,32,1,32.0
49T,16,40,1,40.0
49T,18,43,1,43.0
49T,19,22,1,22.0
49T,20,48,1,48.0
49T,21,23,1,23.0
49T,22,19,1,19.0
49T,23,60,1,60.0
49Y,5,58,1,58.0
49Y,7,83,1,83.0
49Y,16,66,1,66.0
49Y,17,37,1,37.0
49Z,0,2,1,2.0
49Z,5,42,1,42.0
49Z,6,461,6,76.8
49Z,7,633,6,105.5
49Z,8,737,4,184.2
49Z,9,301,3,100.3
49Z,10,141,3,47.0
49Z,11,202,2,101.0
49Z,12,151,1,151.0
49Z,13,180,2,90.0
49Z,14,150,2,75.0
49Z,15,325,6,54.2
49Z,16,426,7,60.9
49Z,17,426,6,71.0
49Z,18,528,6,88.0
49Z,19,390,4,97.5
49Z,20,246,5,49.2
49Z,21,95,5,19.0
49Z,22,119,5,23.8
49Z,23,29,4,7.2
5,6,35,1,35.0
5,7,22,1,22.0
5,8,36,1,36.0
5,16,27,1,27.0
5,17,17,1,17.0
5,18,29,1,29.0
500L,5,30,1,30.0
500L,6,62,4,15.5
500L,7,481,11,43.7
500L,8,378,9,42.0
500L,9,256,6,42.7
500L,10,246,4,61.5
500L,11,97,3,32.3
500L,12,47,3,15.7
500L,13,81,4,20.2
500L,14,111,3,37.0
500L,15,151,6,25.2
500L,16,129,7,18.4
500L,17,265,8,33.1
500L,18,394,7,56.3
500L,20,166,3,55.3
500L,21,95,2,47.5
500T,0,215,1,215.0
500T,4,56,6,9.3
500T,5,735,19,38.7
500T,6,2163,19,113.8
500T,7,3327,15,221.8
500T,8,3469,12,289.1
500T,9,2586,12,215.5
500T,10,1890,16,118.1
500T,11,2164,16,135.2
500T,12,2456,19,129.3
500T,13,2430,17,142.9
500T,14,2366,20,118.3
500T,15,2626,16,164.1
500T,16,2605,9,289.4
500T,17,2223,16,138.9
500T,18,2236,10,223.6
500T,19,1593,11,144.8
500T,20,1495,18,83.1
500T,21,1193,10,119.3
500T,22,836,7,119.4
500T,23,542,4,135.5
50A,5,57,2,28.5
50A,6,523,7,74.7
50A,7,1036,5,207.2
50A,8,747,4,186.8
50A,9,603,5,120.6
50A,10,683,5,136.6
50A,11,682,5,136.4
50A,12,873,5,174.6
50A,13,735,3,245.0
50A,14,518,4,129.5
50A,15,653,3,217.7
50A,16,683,4,170.8
50A,17,597,3,199.0
50A,18,866,4,216.5
50A,19,714,4,178.5
50A,20,495,3,165.0
50A,21,338,4,84.5
50AC,5,82,2,41.0
50AC,6,388,6,64.7
50AC,7,841,5,168.2
50AC,8,715,4,178.8
50AC,9,449,4,112.2
50AC,10,377,4,94.2
50AC,11,353,4,88.2
50AC,12,492,3,164.0
50AC,13,399,4,99.8
50AC,14,445,4,111.2
50AC,15,507,3,169.0
50AC,16,495,4,123.8
50AC,17,506,3,168.7
50AC,18,564,4,141.0
50AC,19,547,3,182.3
50AC,20,325,4,81.2
50AC,21,271,3,90.3
50AC,22,192,3,64.0
50AC,23,81,1,81.0
50B,6,267,4,66.8
50B,7,591,5,118.2
50B,8,636,5,127.2
50B,9,453,4,113.2
50B,10,430,5,86.0
50B,11,490,3,163.3
50B,12,302,2,151.0
50B,13,239,3,79.7
50B,14,343,6,57.2
50B,15,422,6,70.3
50B,16,332,4,83.0
50B,17,268,4,67.0
50B,18,467,5,93.4
50B,19,321,5,64.2
50B,20,229,4,57.2
50B,21,179,4,44.8
50B,22,154,5,30.8
50B,23,63,2,31.5
50C,6,61,2,30.5
50C,7,137,2,68.5
50C,8,140,2,70.0
50C,9,109,2,54.5
50C,10,65,2,32.5
50C,11,62,2,31.0
50C,12,74,1,74.0
50C,13,100,2,50.0
50C,14,87,3,29.0
50C,15,103,1,103.0
50C,16,71,2,35.5
50C,17,57,2,28.5
50C,18,131,1,131.0
50C,19,90,2,45.0
50C,20,47,2,23.5
50C,21,29,3,9.7
50C,22,37,2,18.5
50D,5,3,2,1.5
50D,6,277,12,23.1
50D,7,1166,16,72.9
50D,8,1144,14,81.7
50D,9,1001,12,83.4
50D,10,723,13,55.6
50D,11,723,11,65.7
50D,12,911,14,65.1
50D,13,943,12,78.6
50D,14,828,12,69.0
50D,15,874,14,62.4
50D,16,1050,11,95.5
50D,17,794,9,88.2
50D,18,1013,12,84.4
50D,19,735,12,61.2
50D,20,545,13,41.9
50D,21,323,7,46.1
50D,22,269,6,44.8
50D,23,158,2,79.0
50E,6,474,11,43.1
50E,7,841,15,56.1
50E,8,1001,14,71.5
50E,9,883,11,80.3
50E,10,621,8,77.6
50E,11,563,7,80.4
50E,12,708,6,118.0
50E,13,667,6,111.2
50E,14,505,7,72.1
50E,15,590,6,98.3
50E,16,582,4,145.5
50E,17,652,5,130.4
50E,18,484,3,161.3
50E,19,306,4,76.5
50E,20,256,4,64.0
50E,21,139,4,34.8
50E,22,85,3,28.3
50E,23,37,1,37.0
50G,6,246,6,41.0
50G,7,858,10,85.8
50G,8,643,10,64.3
50G,9,538,7,76.9
50G,10,359,8,44.9
50G,11,513,7,73.3
50G,12,430,9,47.8
50G,13,485,8,60.6
50G,14,366,8,45.8
50G,15,511,8,63.9
50G,16,658,7,94.0
50G,17,598,6,99.7
50G,18,475,8,59.4
50G,19,377,7,53.9
50G,20,331,6,55.2
50G,21,288,6,48.0
50G,22,311,7,44.4
50G,23,88,3,29.3
50K,6,345,6,57.5
50K,7,597,6,99.5
50K,8,435,5,87.0
50K,9,343,5,68.6
50K,10,233,4,58.2
50K,11,269,4,67.2
50K,12,399,6,66.5
50K,13,437,5,87.4
50K,14,429,6,71.5
50K,15,485,6,80.8
50K,16,430,6,71.7
50K,17,413,5,82.6
50K,18,382,6,63.7
50K,19,334,6,55.7
50K,20,265,5,53.0
50K,21,268,6,44.7
50K,22,116,2,58.0
50K,23,16,1,16.0
50L,6,73,3,24.3
50L,7,178,4,44.5
50L,8,153,3,51.0
50L,9,117,4,29.2
50L,10,93,3,31.0
50L,11,138,4,34.5
50L,12,121,4,30.2
50L,13,147,4,36.8
50L,14,113,3,37.7
50L,15,96,4,24.0
50L,16,142,3,47.3
50L,17,156,3,52.0
50L,18,117,3,39.0
50L,19,95,4,23.8
50L,20,73,2,36.5
50L,21,83,4,20.8
50L,22,74,4,18.5
50L,23,42,1,42.0
50N,6,233,3,77.7
50N,7,207,1,207.0
50N,8,373,2,186.5
50N,9,204,2,102.0
50N,10,126,2,63.0
50N,11,210,2,105.0
50N,12,252,3,84.0
50N,13,324,1,324.0
50N,14,297,3,99.0
50N,15,313,2,156.5
50N,16,260,2,130.0
50N,17,394,3,131.3
50N,18,310,2,155.0
50N,19,351,2,175.5
50N,20,170,2,85.0
50N,21,126,3,42.0
50N,22,254,5,50.8
50N,23,46,1,46.0
50P,5,23,2,11.5
50P,6,263,4,65.8
50P,7,936,8,117.0
50P,8,919,3,306.3
50P,9,550,4,137.5
50P,10,696,6,116.0
50P,11,767,2,383.5
50P,12,663,4,165.8
50P,13,700,4,175.0
50P,14,853,4,213.2
50P,15,777,6,129.5
50P,16,731,7,104.4
50P,17,704,7,100.6
50P,18,788,6,131.3
50P,19,474,5,94.8
50P,20,486,7,69.4
50P,21,412,5,82.4
50P,22,349,4,87.2
50P,23,94,2,47.0
50R,6,219,3,73.0
50R,7,407,5,81.4
50R,8,406,5,81.2
50R,9,246,5,49.2
50R,10,91,5,18.2
50R,11,94,5,18.8
50R,12,155,5,31.0
50R,13,90,5,18.0
50R,14,196,5,39.2
50R,15,179,2,89.5
50R,16,169,4,42.2
50R,17,152,4,38.0
50R,18,192,3,64.0
50R,19,139,4,34.8
50R,20,89,5,17.8
50R,21,74,4,18.5
50R,22,49,3,16.3
50R,23,21,1,21.0
50S,6,218,5,43.6
50S,7,678,7,96.9
50S,8,608,6,101.3
50S,9,420,5,84.0
50S,10,362,5,72.4
50S,11,380,4,95.0
50S,12,312,4,78.0
50S,13,366,5,73.2
50S,14,510,4,127.5
50S,15,294,4,73.5
50S,16,398,4,99.5
50S,17,264,3,88.0
50S,18,350,3,116.7
50S,19,227,3,75.7
50S,20,150,4,37.5
50S,21,107,6,17.8
50S,22,70,5,14.0
50S,23,18,1,18.0
50T,6,7,1,7.0
50T,7,38,3,12.7
50T,8,24,2,12.0
50T,9,33,3,11.0
50T,10,11,2,5.5
50T,11,17,2,8.5
50T,12,10,4,2.5
50T,13,26,2,13.0
50T,14,17,2,8.5
50T,15,19,2,9.5
50T,16,39,3,13.0
50T,17,58,3,19.3
50T,18,119,3,39.7
50T,19,43,2,21.5
50T,20,20,3,6.7
50T,21,19,3,6.3
50T,22,3,1,3.0
50V,6,173,4,43.2
50V,7,549,4,137.2
50V,8,537,2,268.5
50V,9,283,3,94.3
50V,10,363,3,121.0
50V,11,329,2,164.5
50V,12,341,3,113.7
50V,13,314,2,157.0
50V,14,219,2,109.5
50V,15,408,3,136.0
50V,16,378,3,126.0
50V,17,419,3,139.7
50V,18,529,2,264.5
50V,19,548,3,182.7
50V,20,185,3,61.7
50V,21,133,3,44.3
50V,22,147,3,49.0
50V,23,38,1,38.0
50Y,6,114,5,22.8
50Y,7,507,7,72.4
50Y,8,367,8,45.9
50Y,9,415,7,59.3
50Y,10,312,7,44.6
50Y,11,430,7,61.4
50Y,12,453,7,64.7
