hat_kodu,SHATADI,HAT_UZUNLUGU,SEFER_SURESI,oran_haziran,sefer_haziran,yolcu_haziran,oran_aralik,sefer_aralik,yolcu_aralik,ortalama_oran,ortalama_sefer,ortalama_yolcu,ortalama_yolcu_sefer,verimlilik_tier,kok_kod,supheli_kod_eslesmesi,hat_tipi_kume,hat_tipi_ad
10,Ü.EĞT.ARŞ.HASTANESİ - ATAŞEHİR / BOSTANCI,18.95674,88.01,5.211974155531727,6572,649327,4.586648922088178,7468,649327,4.899311538809952,7020.0,649327.0,92.49672364672364,ust_ceyrek,10,False,1,ana_arter
10A,ESATPAŞA - YEDİTEPE ÜNİVERSİTESİ / FERHATPAŞA,19.12179,91.05,2.8861402232629096,2248,124063,2.212838752351644,2932,124063,2.5494894878072767,2590.0,124063.0,47.9007722007722,orta_ust,10,False,0,orta_yogunluklu
10B,BOSTANCI - KADIKÖY,14.26032,67.8,1.29078286771868,430,7915,1.334222675766905,416,7915,1.3125027717427924,423.0,7915.0,18.71158392434988,alt_ceyrek,10,False,2,tali_kucuk
10E,ESATPAŞA - KADIKÖY,12.02226,57.96,3.5038091187196523,1447,60953,3.320243480541805,1527,60953,3.4120262996307287,1487.0,60953.0,40.99058507061197,orta_alt,10,False,2,tali_kucuk
10EK,ESATPAŞA / ATAŞEHİR - KOZYATAĞI METRO,10.27729,50.59,2.304242224954479,703,16648,2.092871168143409,774,16648,2.198556696548944,738.5,16648.0,22.542992552471222,alt_ceyrek,10,False,2,tali_kucuk
10G,ÜMRANİYE / ESATPAŞA -  KADIKÖY,17.34123,84.46,1.8767091171989785,90,2929,0.7642706812122537,221,2929,1.320489899205616,155.5,2929.0,18.836012861736336,alt_ceyrek,10,False,2,tali_kucuk
11,YENİDOĞAN - ALTUNİZADE METROBÜS,22.0013,104.36,2.291870397702016,1061,53500,2.069510205924969,1175,53500,2.1806903018134927,1118.0,53500.0,47.853309481216456,orta_ust,11,False,2,tali_kucuk
11A,ÖZYEĞİN ÜNİVERSİTESİ / ALEMDAĞ - ALTUNİZADE METROBÜS,29.18507,137.88,1.1022498293503544,2009,64628,0.9943511033519812,2227,64628,1.0483004663511677,2118.0,64628.0,30.51369216241737,orta_alt,11,False,3,uzun_kirsal
11BE,BURHANİYE MAHALLESİ - ÜSKÜDAR,12.08048,56.88,3.125206945419388,500,18877,2.8883613173931493,541,18877,3.0067841314062687,520.5,18877.0,36.26705091258405,orta_alt,11,False,2,tali_kucuk
11C,BURHANİYE MAHALLESİ - ÜSKÜDAR MARMARAY,7.76483,40.47,8.003118824604934,1281,79605,7.696693103843035,1332,79605,7.849905964223985,1306.5,79605.0,60.92996555683123,orta_ust,11,False,2,tali_kucuk
11CÜ,BURHANİYE MAHALLESİ - ÜMRANİYE METRO/RİNG,18.6541,45.13,1.1921459945012889,151,3358,1.161380936578675,155,3358,1.176763465539982,153.0,3358.0,21.94771241830065,alt_ceyrek,11,False,2,tali_kucuk
11D,İNKILAP MAHALLESİ - ÜMRANİYE METRO,13.29646,74.08,2.710610812141176,602,21697,2.631915659530625,620,21697,2.6712632358359008,611.0,21697.0,35.51063829787234,orta_alt,11,False,2,tali_kucuk
11E,ESATPAŞA - ÜSKÜDAR ,14.99988,71.34,1.844459200118045,174,4814,1.1143607667379858,288,4814,1.4794099834280154,231.0,4814.0,20.83982683982684,alt_ceyrek,11,False,2,tali_kucuk
11ES,ESENEVLER - ACIBADEM METROBÜS / ÜSKÜDAR,13.32469,68.44,1.5158833336226765,151,3050,1.4579514864778609,157,3050,1.486917410050269,154.0,3050.0,19.805194805194805,alt_ceyrek,11,False,2,tali_kucuk
11G,YENİDOĞAN - NECİP FAZIL METRO,13.56656,68.33,2.366194790389429,89,2857,1.5953889117019635,132,2857,1.9807918510456963,110.5,2857.0,25.855203619909503,alt_ceyrek,11,False,2,tali_kucuk
11H,ORTAÇEŞME - ÜMRANİYE,27.02414,130.15,2.8732070506702447,5197,403526,2.6041257485757345,5734,403526,2.7386663996229896,5465.5,403526.0,73.83148842740829,ust_ceyrek,11,False,1,ana_arter
11K,KAZIM KARABEKİR MAHALLESİ - ÜMRANİYE METRO,12.99102,71.0,2.5407935635539007,400,13203,2.4548730082646384,414,13203,2.4978332859092696,407.0,13203.0,32.43980343980344,orta_alt,11,False,2,tali_kucuk
11L,ESATPAŞA / BULGURLU - ÜSKÜDAR ,12.44891,58.35,2.2916782812715635,571,16290,2.138150814715789,612,16290,2.2149145479936765,591.5,16290.0,27.54015215553677,orta_alt,11,False,2,tali_kucuk
11M,EVTAŞ BLOKLARI - BULGURLU METRO,19.95297,94.88,1.2483472532719513,425,10586,1.316495242284316,403,10586,1.2824212477781336,414.0,10586.0,25.570048309178745,alt_ceyrek,11,False,2,tali_kucuk
11P,EMEK MAHALLESİ - ÜSKÜDAR ,27.14047,127.06,2.180176088235469,538,31834,2.075990682248996,565,31834,2.1280833852422325,551.5,31834.0,57.72257479601088,orta_ust,11,False,3,uzun_kirsal
11R,REŞADİYE - NECİP FAZIL METRO,17.98527,83.28,0.722410233816376,689,8952,0.6690062514777998,744,8952,0.695708242647088,716.5,8952.0,12.494068387997208,alt_ceyrek,11,False,2,tali_kucuk
11SA,UĞUR MUMCU / SAMANDIRA - YENİDOĞAN PERONLAR,16.36993,80.0,1.679402492546595,482,13251,1.0246481030474162,790,13251,1.3520252977970055,636.0,13251.0,20.83490566037736,alt_ceyrek,11,False,2,tali_kucuk
11ST,DUMLUPINAR - ÜMRANIYE METRO,13.32389,71.75,2.5298073002227173,771,25988,2.4783753856057373,787,25988,2.5040913429142275,779.0,25988.0,33.360718870346595,orta_alt,11,False,2,tali_kucuk
11T,ACARLAR SİTESİ - HAREM,22.40182,108.41,2.336015805260116,716,37469,1.5219174855015862,1099,37469,1.9289666453808512,907.5,37469.0,41.28815426997245,orta_alt,11,False,2,tali_kucuk
11Y,YAVUZTÜRK MAHALLESİ - ÜSKÜDAR,9.09333,45.33,5.826553257781311,1335,70732,5.103968897072211,1524,70732,5.465261077426761,1429.5,70732.0,49.48023784540049,orta_ust,11,False,2,tali_kucuk
11ÇB,KAVACIK / ÇAVUŞBAŞI - ÜMRANİYE,27.26182,123.85,2.6799341693113146,2221,162266,2.289282226938627,2600,162266,2.484608198124971,2410.5,162266.0,67.31632441402199,ust_ceyrek,11,False,0,orta_yogunluklu
11Ü,ESATPAŞA / ÜNALAN - ÜSKÜDAR ,14.29424,69.12,2.8950215004178,1332,55121,2.374488077928885,1624,55121,2.6347547891733427,1478.0,55121.0,37.294316644113664,orta_alt,11,False,2,tali_kucuk
11ÜS,SULTANBEYLİ - ÜSKÜDAR ,34.6414,164.34,2.7798562455404805,7098,683524,3.595375297165877,5488,683524,3.1876157713531788,6293.0,683524.0,108.6165580804068,ust_ceyrek,11,False,1,ana_arter
12,KADIKÖY - ÜSKÜDAR,5.43228,23.22,15.344484293906252,2177,181465,14.46727687649801,2309,181465,14.90588058520213,2243.0,181465.0,80.90280873829693,ust_ceyrek,12,False,0,orta_yogunluklu
121A,BEYKOZ - MECİDİYEKÖY,24.95757,124.01,2.45081381929698,3234,197812,2.395265001996505,3309,197812,2.4230394106467426,3271.5,197812.0,60.46523001681186,orta_ust,121,False,0,orta_yogunluklu
121B,KAVACIK - MECİDİYEKÖY,13.53755,65.35,5.462329229050513,1553,114839,5.341937841760358,1588,114839,5.402133535405436,1570.5,114839.0,73.12257242916269,ust_ceyrek,121,False,2,tali_kucuk
121BS,SULTANİYE / SOĞUKSU MAHALLESİ - MECİDİYEKÖY,19.8932,95.65,5.471969457798113,1455,158384,4.905554874366145,1623,158384,5.188762166082129,1539.0,158384.0,102.91358024691358,ust_ceyrek,121,False,2,tali_kucuk
122C,TEPEÜSTÜ - MECİDİYEKÖY,20.08133,97.29,3.4424636004097104,1648,113925,3.236269260396579,1753,113925,3.3393664304031447,1700.5,113925.0,66.99500147015584,ust_ceyrek,122,False,2,tali_kucuk
122D,ATATÜRK MAHALLESİ - MECİDİYEKÖY,31.95625,157.65,1.603706542694119,644,33004,1.2265879020130792,842,33004,1.4151472223535992,743.0,33004.0,44.41991924629879,orta_ust,122,False,3,uzun_kirsal
122H,S.GÖKÇEN HAVALİMANI / YENİŞEHİR - 4.LEVENT METRO,49.79393,240.65,1.3478885210841294,60,4027,0.9086888906185142,89,4027,1.1282887058513218,74.5,4027.0,54.053691275167786,orta_ust,122,False,3,uzun_kirsal
122M,ŞAHİNBEY - MECİDİYEKÖY,28.39839,139.21,1.5208629249592025,684,29542,1.3319721391448072,781,29542,1.426417532052005,732.5,29542.0,40.33037542662116,orta_alt,122,False,3,uzun_kirsal
122V,VEYSEL KARANİ - 4.LEVENT METRO,37.41343,180.58,1.1052493868795743,299,12364,0.9523618636224574,347,12364,1.0288056252510158,323.0,12364.0,38.27863777089783,orta_alt,122,False,3,uzun_kirsal
122Y,ÇEKMEKÖY - MECİDİYEKÖY ,32.40529,156.53,1.6351165300284771,221,11710,1.2723970180855404,284,11710,1.4537567740570088,252.5,11710.0,46.37623762376238,orta_ust,122,False,3,uzun_kirsal
122ÇK,ŞAHİNBEY - KAVACIK,18.36684,90.89,1.400848848613407,240,6175,0.952418480643676,353,6175,1.1766336646285414,296.5,6175.0,20.82630691399663,alt_ceyrek,122,False,2,tali_kucuk
129L,KOZYATAĞI - 4.LEVENT METRO,23.73248,116.21,0.5313393290545277,100,1261,0.2372050576136285,224,1261,0.3842721933340781,162.0,1261.0,7.783950617283951,alt_ceyrek,129,False,2,tali_kucuk
129T,BOSTANCI - TAKSİM,23.5645,107.72,1.8465573774165385,1212,52738,1.8775398837490305,1192,52738,1.8620486305827844,1202.0,52738.0,43.87520798668885,orta_ust,129,False,2,tali_kucuk
12A,KADIKÖY - ÜSKÜDAR,8.10194,35.46,6.433330420537698,7570,394567,5.7804523778599854,8425,394567,6.106891399198842,7997.5,394567.0,49.33629259143483,orta_ust,12,False,1,ana_arter
12C,ÜSKÜDAR DEVLET HASTANESİ - ÜSKÜDAR ,5.70932,28.58,8.89234283053512,507,25740,8.348921879780196,540,25740,8.620632355157658,523.5,25740.0,49.16905444126075,orta_ust,12,False,2,tali_kucuk
13,ATAŞEHİR / ÇAKMAK MAHALLESİ - KADIKÖY,23.07002,110.06,3.965451735518982,5074,464185,3.465501568381556,5806,464185,3.715476651950269,5440.0,464185.0,85.328125,ust_ceyrek,13,False,1,ana_arter
130A,DENİZ HARP OKULU - KADIKÖY ,42.42241,202.69,1.384531654178191,472,27723,2.5728304754807327,254,27723,1.9786810648294617,363.0,27723.0,76.37190082644628,ust_ceyrek,130,False,3,uzun_kirsal
130E,TUZLA / EVORA KONUTLARI - KARTAL METRO / CEVİZLİ,34.97869,169.36,1.4015406232428331,582,28532,1.1537434833484146,707,28532,1.277642053295624,644.5,28532.0,44.2699767261443,orta_ust,130,False,3,uzun_kirsal
130H,DENİZ HARP OKULU - SABİHA GÖKÇEN HAVALİMANI,35.99669,171.58,1.1752322025648196,358,15145,1.121955009381881,375,15145,1.1485936059733504,366.5,15145.0,41.32332878581173,orta_alt,130,False,3,uzun_kirsal
130T,AYDINLI TOKİ KONUTLARI - TUZLA,19.4505,90.55,1.7141245577309028,138,4601,1.1886893917932893,199,4601,1.451406974762096,168.5,4601.0,27.305637982195847,orta_alt,130,False,2,tali_kucuk
131K,YEŞİLTEPE / ŞAHİNBEY - KARTAL ,28.7475,141.77,1.882532750194642,254,13746,1.498944572255295,319,13746,1.6907386612249686,286.5,13746.0,47.97905759162304,orta_ust,131,False,3,uzun_kirsal
131SB,SULTANBEYLİ MERKEZ-SULTANBEYLİ YENİ DEVLET HAST.,18.65562,92.04,1.943137995399433,563,20409,1.214191666381666,901,20409,1.5786648308905495,732.0,20409.0,27.881147540983605,orta_alt,131,False,2,tali_kucuk
131T,ATATÜRK MAH./ TAŞDELEN - İMES/ ÜMRANİYE,22.98446,113.24,3.781575748473312,6071,527676,3.883279155781712,5912,527676,3.832427452127512,5991.5,527676.0,88.07076691980305,ust_ceyrek,131,False,1,ana_arter
131V,VEYSEL KARANİ - YAKACIK / KARTAL,24.07086,111.27,2.967386135430312,1518,108427,2.1098323904371017,2135,108427,2.538609262933707,1826.5,108427.0,59.36326307144813,orta_ust,131,False,0,orta_yogunluklu
131Y,ÇEKMEKÖY/SAMANDIRA-KARTAL  ,26.52432,130.94,3.223456812464938,2262,193401,2.6611165364217846,2740,193401,2.9422866744433613,2501.0,193401.0,77.32946821271491,ust_ceyrek,131,False,0,orta_yogunluklu
131YS,SULTANBEYLİ DEVLET HASTANESİ - YENİDOĞAN - ÜMRANİYE,24.62439,121.73,3.261077483308901,5529,443990,3.338362785635052,5401,443990,3.2997201344719764,5465.0,443990.0,81.24245196706313,ust_ceyrek,131,False,1,ana_arter
132,AKFIRAT / TEPEÖREN - KARTAL,27.85139,138.75,1.9251234263012167,933,50025,1.5510709470976125,1158,50025,1.7380971866994146,1045.5,50025.0,47.84791965566715,orta_ust,132,False,3,uzun_kirsal
132A,ÇAMLIK MAHALLESİ - KARTAL,19.10796,95.04,1.3294014058634946,1303,33099,1.1888881481401057,1457,33099,1.2591447770018005,1380.0,33099.0,23.984782608695653,alt_ceyrek,132,False,2,tali_kucuk
132B,AKFIRAT EVLERİ - KARTAL METRO,33.33402,164.79,1.1930754226462934,100,3977,1.1471879063906667,104,3977,1.17013166451848,102.0,3977.0,38.990196078431374,orta_alt,132,False,3,uzun_kirsal
132C,SULTANBEYLİ GÖLET - KARTAL,22.93152,112.42,3.6297627138336086,3708,308639,3.4634997794377305,3886,308639,3.5466312466356698,3797.0,308639.0,81.2849618119568,ust_ceyrek,132,False,0,orta_yogunluklu
132D,KURTDOĞMUŞ / BALLICA - KARTAL,38.34678,188.26,1.1951058221573323,513,23510,1.108660554731847,553,23510,1.1518831884445897,533.0,23510.0,44.10881801125704,orta_ust,132,False,3,uzun_kirsal
132E,EMİRLİ / KURNAKÖY - KARTAL,28.33698,141.42,1.4970689817017708,232,9842,1.3728063389518217,253,9842,1.4349376603267965,242.5,9842.0,40.58556701030928,orta_alt,132,False,3,uzun_kirsal
132F,ESENLER - TAVŞANTEPE METRO/ KARTAL,15.23607,74.86,2.3394356490705617,904,32222,1.9366756655309407,1092,32222,2.138055657300751,998.0,32222.0,32.28657314629258,orta_alt,132,False,2,tali_kucuk
132G,GÖZDAĞI - PENDİK YHT/PENDİK,8.80829,44.62,1.8653226710636264,165,2711,1.2718109120888363,242,2711,1.5685667915762314,203.5,2711.0,13.32186732186732,alt_ceyrek,132,False,2,tali_kucuk
132H,PENDİK/PENDİK YHT - SABİHA GÖKÇEN HAVALİMANI,17.38548,83.83,2.592782223181481,482,21727,2.504450965077102,499,21727,2.5486165941292915,490.5,21727.0,44.29561671763506,orta_ust,132,False,2,tali_kucuk
132K,YENİŞEHİR - KARTAL,25.94326,128.08,1.8617530973230385,1807,87278,1.6386691898990406,2053,87278,1.7502111436110397,1930.0,87278.0,45.221761658031085,orta_ust,132,False,0,orta_yogunluklu
132M,SULTANBEYLİ MİMARSİNAN - KARTAL METRO / CEVİZLİ,29.66596,138.73,3.029255939445872,7339,659525,2.594737317879699,8568,659525,2.811996628662785,7953.5,659525.0,82.92261268623876,ust_ceyrek,132,False,1,ana_arter
132N,ÖZYEĞİN ÜNİ./NİŞANTEPE/BÜYÜKBAKKALKÖY-KARTAL,34.52099,168.82,1.3760817318305096,135,6413,1.355992947424225,137,6413,1.3660373396273673,136.0,6413.0,47.15441176470589,orta_ust,132,False,3,uzun_kirsal
132P,VEYSEL KARANİ / SULTANBEYLİ - KARTAL,29.51041,148.58,3.4988264074203577,4440,458438,3.116306770099577,4985,458438,3.3075665887599675,4712.5,458438.0,97.28127320954908,ust_ceyrek,132,False,1,ana_arter
132S,YENİDOĞAN - KARTAL ,24.31684,119.88,3.229935958198831,4924,386740,3.079822745579211,5164,386740,3.154879351889021,5044.0,386740.0,76.67327517842982,ust_ceyrek,132,False,1,ana_arter
132SB,SULTANBEYLİ DEVLET HAST.- MARMARA ÜNİV. BAŞIBÜYÜK KAMPÜSÜ,27.86634,132.56,2.505750197425343,368,25696,1.86663172601726,494,25696,2.1861909617213016,431.0,25696.0,59.619489559164734,orta_ust,132,False,3,uzun_kirsal
132T,TEPEÖREN - KARTAL METRO,22.94168,108.15,1.6267989534418918,986,36799,1.4688862345180451,1092,36799,1.5478425939799685,1039.0,36799.0,35.4177093358999,orta_alt,132,False,2,tali_kucuk
132Y,HİLAL KONUTLARI / YAYALAR - KARTAL METRO,15.84608,74.85,1.6050236609516886,270,6867,1.309233801984761,331,6867,1.4571287314682246,300.5,6867.0,22.85191347753744,alt_ceyrek,132,False,2,tali_kucuk
132YB,YENİDOĞAN - MARMARA ÜNİVERSİTESİ BAŞIBÜYÜK KAMPÜSÜ,25.35984,127.02,1.4118731840887202,369,13212,1.2800521005620091,407,13212,1.3459626423253646,388.0,13212.0,34.05154639175258,orta_alt,132,False,2,tali_kucuk
132YM,YEŞİLTEPE-MARMARA EĞİTİM KÖYÜ,25.17087,121.66,2.0583317143984297,100,5181,1.1499059856974467,179,5181,1.6041188500479382,139.5,5181.0,37.13978494623656,orta_alt,132,False,2,tali_kucuk
132Z,SULTANBEYLİ UZUNDERE - KARTAL,25.07273,119.85,2.2672718940156216,1135,64521,2.263283728854644,1137,64521,2.2652778114351326,1136.0,64521.0,56.79665492957746,orta_ust,132,False,2,tali_kucuk
132ÇK,ÇEKMEKÖY - KARTAL ,34.35331,164.83,2.0505051879585663,317,22330,2.0000312141011247,325,22330,2.0252682010298457,321.0,22330.0,69.56386292834891,ust_ceyrek,132,False,3,uzun_kirsal
133A,AYDINLI BAHÇELER - KARTAL,23.23764,113.43,1.916596955742693,242,10778,1.6104738308671238,288,10778,1.7635353933049085,265.0,10778.0,40.67169811320755,orta_alt,133,False,2,tali_kucuk
133AK,TEPEÖREN - KARTAL,24.39675,117.8,1.827979327662324,4129,184140,1.720475642561599,4387,184140,1.7742274851119617,4258.0,184140.0,43.245655237200566,orta_ust,133,False,0,orta_yogunluklu
133F,ACARLAR SİTESİ - MALTEPE / CEVİZLİ PERONLAR,21.29093,104.18,3.734324247246545,2833,225244,3.129982423801616,3380,225244,3.4321533355240805,3106.5,225244.0,72.5073233542572,ust_ceyrek,133,False,0,orta_yogunluklu
133G,GÜLENSU MAHALLESİ - KARTAL,14.51674,71.77,2.0447657899317155,120,3562,1.3941584931352606,176,3562,1.719462141533488,148.0,3562.0,24.06756756756757,alt_ceyrek,133,False,2,tali_kucuk
133GP,GÖÇBEYLİ - KARTAL,37.49469,184.38,1.0391443573256771,718,27975,1.1069816744211218,674,27975,1.0730630158733994,696.0,27975.0,40.19396551724138,orta_alt,133,False,3,uzun_kirsal
